sim,type,true_ate,run,j,n,d
258,raw,-0.4,258,1,500,ls
258,raw,-0.4,258,1,500,ls
258,raw,-0.4,258,1,500,ls
258,raw,-0.4,258,1,500,ls
258,old,-0.4,258,1,500,ls
258,boot,-0.4,258,1,500,ls
258,all_boot,-0.4,258,1,500,ls
258,null,-0.4,258,1,500,ls
258,gn,-0.4,258,1,500,ls
258,hybrid_gn,-0.4,258,1,500,ls
258,none,-0.4,258,1,500,ls
258,shrunk,-0.4,258,1,500,ls
259,raw,-0.4,259,1,500,ls
259,raw,-0.4,259,1,500,ls
259,raw,-0.4,259,1,500,ls
259,raw,-0.4,259,1,500,ls
259,old,-0.4,259,1,500,ls
259,boot,-0.4,259,1,500,ls
259,all_boot,-0.4,259,1,500,ls
259,null,-0.4,259,1,500,ls
259,gn,-0.4,259,1,500,ls
259,hybrid_gn,-0.4,259,1,500,ls
259,none,-0.4,259,1,500,ls
259,shrunk,-0.4,259,1,500,ls
260,raw,-0.4,260,1,500,ls
260,raw,-0.4,260,1,500,ls
260,raw,-0.4,260,1,500,ls
260,raw,-0.4,260,1,500,ls
260,old,-0.4,260,1,500,ls
260,boot,-0.4,260,1,500,ls
260,all_boot,-0.4,260,1,500,ls
260,null,-0.4,260,1,500,ls
260,gn,-0.4,260,1,500,ls
260,hybrid_gn,-0.4,260,1,500,ls
260,none,-0.4,260,1,500,ls
260,shrunk,-0.4,260,1,500,ls
261,raw,-0.4,261,1,500,ls
261,raw,-0.4,261,1,500,ls
261,raw,-0.4,261,1,500,ls
261,raw,-0.4,261,1,500,ls
261,old,-0.4,261,1,500,ls
261,boot,-0.4,261,1,500,ls
261,all_boot,-0.4,261,1,500,ls
261,null,-0.4,261,1,500,ls
261,gn,-0.4,261,1,500,ls
261,hybrid_gn,-0.4,261,1,500,ls
261,none,-0.4,261,1,500,ls
261,shrunk,-0.4,261,1,500,ls
262,raw,-0.4,262,1,500,ls
262,raw,-0.4,262,1,500,ls
262,raw,-0.4,262,1,500,ls
262,raw,-0.4,262,1,500,ls
262,old,-0.4,262,1,500,ls
262,boot,-0.4,262,1,500,ls
262,all_boot,-0.4,262,1,500,ls
262,null,-0.4,262,1,500,ls
262,gn,-0.4,262,1,500,ls
262,hybrid_gn,-0.4,262,1,500,ls
262,none,-0.4,262,1,500,ls
262,shrunk,-0.4,262,1,500,ls
263,raw,-0.4,263,1,500,ls
263,raw,-0.4,263,1,500,ls
263,raw,-0.4,263,1,500,ls
263,raw,-0.4,263,1,500,ls
263,old,-0.4,263,1,500,ls
263,boot,-0.4,263,1,500,ls
263,all_boot,-0.4,263,1,500,ls
263,null,-0.4,263,1,500,ls
263,gn,-0.4,263,1,500,ls
263,hybrid_gn,-0.4,263,1,500,ls
263,none,-0.4,263,1,500,ls
263,shrunk,-0.4,263,1,500,ls
264,raw,-0.4,264,1,500,ls
264,raw,-0.4,264,1,500,ls
264,raw,-0.4,264,1,500,ls
264,raw,-0.4,264,1,500,ls
264,old,-0.4,264,1,500,ls
264,boot,-0.4,264,1,500,ls
264,all_boot,-0.4,264,1,500,ls
264,null,-0.4,264,1,500,ls
264,gn,-0.4,264,1,500,ls
264,hybrid_gn,-0.4,264,1,500,ls
264,none,-0.4,264,1,500,ls
264,shrunk,-0.4,264,1,500,ls
265,raw,-0.4,265,1,500,ls
265,raw,-0.4,265,1,500,ls
265,raw,-0.4,265,1,500,ls
265,raw,-0.4,265,1,500,ls
265,old,-0.4,265,1,500,ls
265,boot,-0.4,265,1,500,ls
265,all_boot,-0.4,265,1,500,ls
265,null,-0.4,265,1,500,ls
265,gn,-0.4,265,1,500,ls
265,hybrid_gn,-0.4,265,1,500,ls
265,none,-0.4,265,1,500,ls
265,shrunk,-0.4,265,1,500,ls
266,raw,-0.4,266,1,500,ls
266,raw,-0.4,266,1,500,ls
266,raw,-0.4,266,1,500,ls
266,raw,-0.4,266,1,500,ls
266,old,-0.4,266,1,500,ls
266,boot,-0.4,266,1,500,ls
266,all_boot,-0.4,266,1,500,ls
266,null,-0.4,266,1,500,ls
266,gn,-0.4,266,1,500,ls
266,hybrid_gn,-0.4,266,1,500,ls
266,none,-0.4,266,1,500,ls
266,shrunk,-0.4,266,1,500,ls
267,raw,-0.4,267,1,500,ls
267,raw,-0.4,267,1,500,ls
267,raw,-0.4,267,1,500,ls
267,raw,-0.4,267,1,500,ls
267,old,-0.4,267,1,500,ls
267,boot,-0.4,267,1,500,ls
267,all_boot,-0.4,267,1,500,ls
267,null,-0.4,267,1,500,ls
267,gn,-0.4,267,1,500,ls
267,hybrid_gn,-0.4,267,1,500,ls
267,none,-0.4,267,1,500,ls
267,shrunk,-0.4,267,1,500,ls
268,raw,-0.4,268,1,500,ls
268,raw,-0.4,268,1,500,ls
268,raw,-0.4,268,1,500,ls
268,raw,-0.4,268,1,500,ls
268,old,-0.4,268,1,500,ls
268,boot,-0.4,268,1,500,ls
268,all_boot,-0.4,268,1,500,ls
268,null,-0.4,268,1,500,ls
268,gn,-0.4,268,1,500,ls
268,hybrid_gn,-0.4,268,1,500,ls
268,none,-0.4,268,1,500,ls
268,shrunk,-0.4,268,1,500,ls
269,raw,-0.4,269,1,500,ls
269,raw,-0.4,269,1,500,ls
269,raw,-0.4,269,1,500,ls
269,raw,-0.4,269,1,500,ls
269,old,-0.4,269,1,500,ls
269,boot,-0.4,269,1,500,ls
269,all_boot,-0.4,269,1,500,ls
269,null,-0.4,269,1,500,ls
269,gn,-0.4,269,1,500,ls
269,hybrid_gn,-0.4,269,1,500,ls
269,none,-0.4,269,1,500,ls
269,shrunk,-0.4,269,1,500,ls
270,raw,-0.4,270,1,500,ls
270,raw,-0.4,270,1,500,ls
270,raw,-0.4,270,1,500,ls
270,raw,-0.4,270,1,500,ls
270,old,-0.4,270,1,500,ls
270,boot,-0.4,270,1,500,ls
270,all_boot,-0.4,270,1,500,ls
270,null,-0.4,270,1,500,ls
270,gn,-0.4,270,1,500,ls
270,hybrid_gn,-0.4,270,1,500,ls
270,none,-0.4,270,1,500,ls
270,shrunk,-0.4,270,1,500,ls
271,raw,-0.4,271,1,500,ls
271,raw,-0.4,271,1,500,ls
271,raw,-0.4,271,1,500,ls
271,raw,-0.4,271,1,500,ls
271,old,-0.4,271,1,500,ls
271,boot,-0.4,271,1,500,ls
271,all_boot,-0.4,271,1,500,ls
271,null,-0.4,271,1,500,ls
271,gn,-0.4,271,1,500,ls
271,hybrid_gn,-0.4,271,1,500,ls
271,none,-0.4,271,1,500,ls
271,shrunk,-0.4,271,1,500,ls
272,raw,-0.4,272,1,500,ls
272,raw,-0.4,272,1,500,ls
272,raw,-0.4,272,1,500,ls
272,raw,-0.4,272,1,500,ls
272,old,-0.4,272,1,500,ls
272,boot,-0.4,272,1,500,ls
272,all_boot,-0.4,272,1,500,ls
272,null,-0.4,272,1,500,ls
272,gn,-0.4,272,1,500,ls
272,hybrid_gn,-0.4,272,1,500,ls
272,none,-0.4,272,1,500,ls
272,shrunk,-0.4,272,1,500,ls
273,raw,-0.4,273,1,500,ls
273,raw,-0.4,273,1,500,ls
273,raw,-0.4,273,1,500,ls
273,raw,-0.4,273,1,500,ls
273,old,-0.4,273,1,500,ls
273,boot,-0.4,273,1,500,ls
273,all_boot,-0.4,273,1,500,ls
273,null,-0.4,273,1,500,ls
273,gn,-0.4,273,1,500,ls
273,hybrid_gn,-0.4,273,1,500,ls
273,none,-0.4,273,1,500,ls
273,shrunk,-0.4,273,1,500,ls
274,raw,-0.4,274,1,500,ls
274,raw,-0.4,274,1,500,ls
274,raw,-0.4,274,1,500,ls
274,raw,-0.4,274,1,500,ls
274,old,-0.4,274,1,500,ls
274,boot,-0.4,274,1,500,ls
274,all_boot,-0.4,274,1,500,ls
274,null,-0.4,274,1,500,ls
274,gn,-0.4,274,1,500,ls
274,hybrid_gn,-0.4,274,1,500,ls
274,none,-0.4,274,1,500,ls
274,shrunk,-0.4,274,1,500,ls
275,raw,-0.4,275,1,500,ls
275,raw,-0.4,275,1,500,ls
275,raw,-0.4,275,1,500,ls
275,raw,-0.4,275,1,500,ls
275,old,-0.4,275,1,500,ls
275,boot,-0.4,275,1,500,ls
275,all_boot,-0.4,275,1,500,ls
275,null,-0.4,275,1,500,ls
275,gn,-0.4,275,1,500,ls
275,hybrid_gn,-0.4,275,1,500,ls
275,none,-0.4,275,1,500,ls
275,shrunk,-0.4,275,1,500,ls
276,raw,-0.4,276,1,500,ls
276,raw,-0.4,276,1,500,ls
276,raw,-0.4,276,1,500,ls
276,raw,-0.4,276,1,500,ls
276,old,-0.4,276,1,500,ls
276,boot,-0.4,276,1,500,ls
276,all_boot,-0.4,276,1,500,ls
276,null,-0.4,276,1,500,ls
276,gn,-0.4,276,1,500,ls
276,hybrid_gn,-0.4,276,1,500,ls
276,none,-0.4,276,1,500,ls
276,shrunk,-0.4,276,1,500,ls
277,raw,-0.4,277,1,500,ls
277,raw,-0.4,277,1,500,ls
277,raw,-0.4,277,1,500,ls
277,raw,-0.4,277,1,500,ls
277,old,-0.4,277,1,500,ls
277,boot,-0.4,277,1,500,ls
277,all_boot,-0.4,277,1,500,ls
277,null,-0.4,277,1,500,ls
277,gn,-0.4,277,1,500,ls
277,hybrid_gn,-0.4,277,1,500,ls
277,none,-0.4,277,1,500,ls
277,shrunk,-0.4,277,1,500,ls
278,raw,-0.4,278,1,500,ls
278,raw,-0.4,278,1,500,ls
278,raw,-0.4,278,1,500,ls
278,raw,-0.4,278,1,500,ls
278,old,-0.4,278,1,500,ls
278,boot,-0.4,278,1,500,ls
278,all_boot,-0.4,278,1,500,ls
278,null,-0.4,278,1,500,ls
278,gn,-0.4,278,1,500,ls
278,hybrid_gn,-0.4,278,1,500,ls
278,none,-0.4,278,1,500,ls
278,shrunk,-0.4,278,1,500,ls
279,raw,-0.4,279,1,500,ls
279,raw,-0.4,279,1,500,ls
279,raw,-0.4,279,1,500,ls
279,raw,-0.4,279,1,500,ls
279,old,-0.4,279,1,500,ls
279,boot,-0.4,279,1,500,ls
279,all_boot,-0.4,279,1,500,ls
279,null,-0.4,279,1,500,ls
279,gn,-0.4,279,1,500,ls
279,hybrid_gn,-0.4,279,1,500,ls
279,none,-0.4,279,1,500,ls
279,shrunk,-0.4,279,1,500,ls
280,raw,-0.4,280,1,500,ls
280,raw,-0.4,280,1,500,ls
280,raw,-0.4,280,1,500,ls
280,raw,-0.4,280,1,500,ls
280,old,-0.4,280,1,500,ls
280,boot,-0.4,280,1,500,ls
280,all_boot,-0.4,280,1,500,ls
280,null,-0.4,280,1,500,ls
280,gn,-0.4,280,1,500,ls
280,hybrid_gn,-0.4,280,1,500,ls
280,none,-0.4,280,1,500,ls
280,shrunk,-0.4,280,1,500,ls
281,raw,-0.4,281,1,500,ls
281,raw,-0.4,281,1,500,ls
281,raw,-0.4,281,1,500,ls
281,raw,-0.4,281,1,500,ls
281,old,-0.4,281,1,500,ls
281,boot,-0.4,281,1,500,ls
281,all_boot,-0.4,281,1,500,ls
281,null,-0.4,281,1,500,ls
281,gn,-0.4,281,1,500,ls
281,hybrid_gn,-0.4,281,1,500,ls
281,none,-0.4,281,1,500,ls
281,shrunk,-0.4,281,1,500,ls
282,raw,-0.4,282,1,500,ls
282,raw,-0.4,282,1,500,ls
282,raw,-0.4,282,1,500,ls
282,raw,-0.4,282,1,500,ls
282,old,-0.4,282,1,500,ls
282,boot,-0.4,282,1,500,ls
282,all_boot,-0.4,282,1,500,ls
282,null,-0.4,282,1,500,ls
282,gn,-0.4,282,1,500,ls
282,hybrid_gn,-0.4,282,1,500,ls
282,none,-0.4,282,1,500,ls
282,shrunk,-0.4,282,1,500,ls
283,raw,-0.4,283,1,500,ls
283,raw,-0.4,283,1,500,ls
283,raw,-0.4,283,1,500,ls
283,raw,-0.4,283,1,500,ls
283,old,-0.4,283,1,500,ls
283,boot,-0.4,283,1,500,ls
283,all_boot,-0.4,283,1,500,ls
283,null,-0.4,283,1,500,ls
283,gn,-0.4,283,1,500,ls
283,hybrid_gn,-0.4,283,1,500,ls
283,none,-0.4,283,1,500,ls
283,shrunk,-0.4,283,1,500,ls
284,raw,-0.4,284,1,500,ls
284,raw,-0.4,284,1,500,ls
284,raw,-0.4,284,1,500,ls
284,raw,-0.4,284,1,500,ls
284,old,-0.4,284,1,500,ls
284,boot,-0.4,284,1,500,ls
284,all_boot,-0.4,284,1,500,ls
284,null,-0.4,284,1,500,ls
284,gn,-0.4,284,1,500,ls
284,hybrid_gn,-0.4,284,1,500,ls
284,none,-0.4,284,1,500,ls
284,shrunk,-0.4,284,1,500,ls
285,raw,-0.4,285,1,500,ls
285,raw,-0.4,285,1,500,ls
285,raw,-0.4,285,1,500,ls
285,raw,-0.4,285,1,500,ls
285,old,-0.4,285,1,500,ls
285,boot,-0.4,285,1,500,ls
285,all_boot,-0.4,285,1,500,ls
285,null,-0.4,285,1,500,ls
285,gn,-0.4,285,1,500,ls
285,hybrid_gn,-0.4,285,1,500,ls
285,none,-0.4,285,1,500,ls
285,shrunk,-0.4,285,1,500,ls
286,raw,-0.4,286,1,500,ls
286,raw,-0.4,286,1,500,ls
286,raw,-0.4,286,1,500,ls
286,raw,-0.4,286,1,500,ls
286,old,-0.4,286,1,500,ls
286,boot,-0.4,286,1,500,ls
286,all_boot,-0.4,286,1,500,ls
286,null,-0.4,286,1,500,ls
286,gn,-0.4,286,1,500,ls
286,hybrid_gn,-0.4,286,1,500,ls
286,none,-0.4,286,1,500,ls
286,shrunk,-0.4,286,1,500,ls
287,raw,-0.4,287,1,500,ls
287,raw,-0.4,287,1,500,ls
287,raw,-0.4,287,1,500,ls
287,raw,-0.4,287,1,500,ls
287,old,-0.4,287,1,500,ls
287,boot,-0.4,287,1,500,ls
287,all_boot,-0.4,287,1,500,ls
287,null,-0.4,287,1,500,ls
287,gn,-0.4,287,1,500,ls
287,hybrid_gn,-0.4,287,1,500,ls
287,none,-0.4,287,1,500,ls
287,shrunk,-0.4,287,1,500,ls
288,raw,-0.4,288,1,500,ls
288,raw,-0.4,288,1,500,ls
288,raw,-0.4,288,1,500,ls
288,raw,-0.4,288,1,500,ls
288,old,-0.4,288,1,500,ls
288,boot,-0.4,288,1,500,ls
288,all_boot,-0.4,288,1,500,ls
288,null,-0.4,288,1,500,ls
288,gn,-0.4,288,1,500,ls
288,hybrid_gn,-0.4,288,1,500,ls
288,none,-0.4,288,1,500,ls
288,shrunk,-0.4,288,1,500,ls
289,raw,-0.4,289,1,500,ls
289,raw,-0.4,289,1,500,ls
289,raw,-0.4,289,1,500,ls
289,raw,-0.4,289,1,500,ls
289,old,-0.4,289,1,500,ls
289,boot,-0.4,289,1,500,ls
289,all_boot,-0.4,289,1,500,ls
289,null,-0.4,289,1,500,ls
289,gn,-0.4,289,1,500,ls
289,hybrid_gn,-0.4,289,1,500,ls
289,none,-0.4,289,1,500,ls
289,shrunk,-0.4,289,1,500,ls
290,raw,-0.4,290,1,500,ls
290,raw,-0.4,290,1,500,ls
290,raw,-0.4,290,1,500,ls
290,raw,-0.4,290,1,500,ls
290,old,-0.4,290,1,500,ls
290,boot,-0.4,290,1,500,ls
290,all_boot,-0.4,290,1,500,ls
290,null,-0.4,290,1,500,ls
290,gn,-0.4,290,1,500,ls
290,hybrid_gn,-0.4,290,1,500,ls
290,none,-0.4,290,1,500,ls
290,shrunk,-0.4,290,1,500,ls
291,raw,-0.4,291,1,500,ls
291,raw,-0.4,291,1,500,ls
291,raw,-0.4,291,1,500,ls
291,raw,-0.4,291,1,500,ls
291,old,-0.4,291,1,500,ls
291,boot,-0.4,291,1,500,ls
291,all_boot,-0.4,291,1,500,ls
291,null,-0.4,291,1,500,ls
291,gn,-0.4,291,1,500,ls
291,hybrid_gn,-0.4,291,1,500,ls
291,none,-0.4,291,1,500,ls
291,shrunk,-0.4,291,1,500,ls
292,raw,-0.4,292,1,500,ls
292,raw,-0.4,292,1,500,ls
292,raw,-0.4,292,1,500,ls
292,raw,-0.4,292,1,500,ls
292,old,-0.4,292,1,500,ls
292,boot,-0.4,292,1,500,ls
292,all_boot,-0.4,292,1,500,ls
292,null,-0.4,292,1,500,ls
292,gn,-0.4,292,1,500,ls
292,hybrid_gn,-0.4,292,1,500,ls
292,none,-0.4,292,1,500,ls
292,shrunk,-0.4,292,1,500,ls
293,raw,-0.4,293,1,500,ls
293,raw,-0.4,293,1,500,ls
293,raw,-0.4,293,1,500,ls
293,raw,-0.4,293,1,500,ls
293,old,-0.4,293,1,500,ls
293,boot,-0.4,293,1,500,ls
293,all_boot,-0.4,293,1,500,ls
293,null,-0.4,293,1,500,ls
293,gn,-0.4,293,1,500,ls
293,hybrid_gn,-0.4,293,1,500,ls
293,none,-0.4,293,1,500,ls
293,shrunk,-0.4,293,1,500,ls
294,raw,-0.4,294,1,500,ls
294,raw,-0.4,294,1,500,ls
294,raw,-0.4,294,1,500,ls
294,raw,-0.4,294,1,500,ls
294,old,-0.4,294,1,500,ls
294,boot,-0.4,294,1,500,ls
294,all_boot,-0.4,294,1,500,ls
294,null,-0.4,294,1,500,ls
294,gn,-0.4,294,1,500,ls
294,hybrid_gn,-0.4,294,1,500,ls
294,none,-0.4,294,1,500,ls
294,shrunk,-0.4,294,1,500,ls
295,raw,-0.4,295,1,500,ls
295,raw,-0.4,295,1,500,ls
295,raw,-0.4,295,1,500,ls
295,raw,-0.4,295,1,500,ls
295,old,-0.4,295,1,500,ls
295,boot,-0.4,295,1,500,ls
295,all_boot,-0.4,295,1,500,ls
295,null,-0.4,295,1,500,ls
295,gn,-0.4,295,1,500,ls
295,hybrid_gn,-0.4,295,1,500,ls
295,none,-0.4,295,1,500,ls
295,shrunk,-0.4,295,1,500,ls
296,raw,-0.4,296,1,500,ls
296,raw,-0.4,296,1,500,ls
296,raw,-0.4,296,1,500,ls
296,raw,-0.4,296,1,500,ls
296,old,-0.4,296,1,500,ls
296,boot,-0.4,296,1,500,ls
296,all_boot,-0.4,296,1,500,ls
296,null,-0.4,296,1,500,ls
296,gn,-0.4,296,1,500,ls
296,hybrid_gn,-0.4,296,1,500,ls
296,none,-0.4,296,1,500,ls
296,shrunk,-0.4,296,1,500,ls
297,raw,-0.4,297,1,500,ls
297,raw,-0.4,297,1,500,ls
297,raw,-0.4,297,1,500,ls
297,raw,-0.4,297,1,500,ls
297,old,-0.4,297,1,500,ls
297,boot,-0.4,297,1,500,ls
297,all_boot,-0.4,297,1,500,ls
297,null,-0.4,297,1,500,ls
297,gn,-0.4,297,1,500,ls
297,hybrid_gn,-0.4,297,1,500,ls
297,none,-0.4,297,1,500,ls
297,shrunk,-0.4,297,1,500,ls
298,raw,-0.4,298,1,500,ls
298,raw,-0.4,298,1,500,ls
298,raw,-0.4,298,1,500,ls
298,raw,-0.4,298,1,500,ls
298,old,-0.4,298,1,500,ls
298,boot,-0.4,298,1,500,ls
298,all_boot,-0.4,298,1,500,ls
298,null,-0.4,298,1,500,ls
298,gn,-0.4,298,1,500,ls
298,hybrid_gn,-0.4,298,1,500,ls
298,none,-0.4,298,1,500,ls
298,shrunk,-0.4,298,1,500,ls
299,raw,-0.4,299,1,500,ls
299,raw,-0.4,299,1,500,ls
299,raw,-0.4,299,1,500,ls
299,raw,-0.4,299,1,500,ls
299,old,-0.4,299,1,500,ls
299,boot,-0.4,299,1,500,ls
299,all_boot,-0.4,299,1,500,ls
299,null,-0.4,299,1,500,ls
299,gn,-0.4,299,1,500,ls
299,hybrid_gn,-0.4,299,1,500,ls
299,none,-0.4,299,1,500,ls
299,shrunk,-0.4,299,1,500,ls
300,raw,-0.4,300,1,500,ls
300,raw,-0.4,300,1,500,ls
300,raw,-0.4,300,1,500,ls
300,raw,-0.4,300,1,500,ls
300,old,-0.4,300,1,500,ls
300,boot,-0.4,300,1,500,ls
300,all_boot,-0.4,300,1,500,ls
300,null,-0.4,300,1,500,ls
300,gn,-0.4,300,1,500,ls
300,hybrid_gn,-0.4,300,1,500,ls
300,none,-0.4,300,1,500,ls
300,shrunk,-0.4,300,1,500,ls
301,raw,-0.4,301,1,500,ls
301,raw,-0.4,301,1,500,ls
301,raw,-0.4,301,1,500,ls
301,raw,-0.4,301,1,500,ls
301,old,-0.4,301,1,500,ls
301,boot,-0.4,301,1,500,ls
301,all_boot,-0.4,301,1,500,ls
301,null,-0.4,301,1,500,ls
301,gn,-0.4,301,1,500,ls
301,hybrid_gn,-0.4,301,1,500,ls
301,none,-0.4,301,1,500,ls
301,shrunk,-0.4,301,1,500,ls
302,raw,-0.4,302,1,500,ls
302,raw,-0.4,302,1,500,ls
302,raw,-0.4,302,1,500,ls
302,raw,-0.4,302,1,500,ls
302,old,-0.4,302,1,500,ls
302,boot,-0.4,302,1,500,ls
302,all_boot,-0.4,302,1,500,ls
302,null,-0.4,302,1,500,ls
302,gn,-0.4,302,1,500,ls
302,hybrid_gn,-0.4,302,1,500,ls
302,none,-0.4,302,1,500,ls
302,shrunk,-0.4,302,1,500,ls
303,raw,-0.4,303,1,500,ls
303,raw,-0.4,303,1,500,ls
303,raw,-0.4,303,1,500,ls
303,raw,-0.4,303,1,500,ls
303,old,-0.4,303,1,500,ls
303,boot,-0.4,303,1,500,ls
303,all_boot,-0.4,303,1,500,ls
303,null,-0.4,303,1,500,ls
303,gn,-0.4,303,1,500,ls
303,hybrid_gn,-0.4,303,1,500,ls
303,none,-0.4,303,1,500,ls
303,shrunk,-0.4,303,1,500,ls
304,raw,-0.4,304,1,500,ls
304,raw,-0.4,304,1,500,ls
304,raw,-0.4,304,1,500,ls
304,raw,-0.4,304,1,500,ls
304,old,-0.4,304,1,500,ls
304,boot,-0.4,304,1,500,ls
304,all_boot,-0.4,304,1,500,ls
304,null,-0.4,304,1,500,ls
304,gn,-0.4,304,1,500,ls
304,hybrid_gn,-0.4,304,1,500,ls
304,none,-0.4,304,1,500,ls
304,shrunk,-0.4,304,1,500,ls
305,raw,-0.4,305,1,500,ls
305,raw,-0.4,305,1,500,ls
305,raw,-0.4,305,1,500,ls
305,raw,-0.4,305,1,500,ls
305,old,-0.4,305,1,500,ls
305,boot,-0.4,305,1,500,ls
305,all_boot,-0.4,305,1,500,ls
305,null,-0.4,305,1,500,ls
305,gn,-0.4,305,1,500,ls
305,hybrid_gn,-0.4,305,1,500,ls
305,none,-0.4,305,1,500,ls
305,shrunk,-0.4,305,1,500,ls
306,raw,-0.4,306,1,500,ls
306,raw,-0.4,306,1,500,ls
306,raw,-0.4,306,1,500,ls
306,raw,-0.4,306,1,500,ls
306,old,-0.4,306,1,500,ls
306,boot,-0.4,306,1,500,ls
306,all_boot,-0.4,306,1,500,ls
306,null,-0.4,306,1,500,ls
306,gn,-0.4,306,1,500,ls
306,hybrid_gn,-0.4,306,1,500,ls
306,none,-0.4,306,1,500,ls
306,shrunk,-0.4,306,1,500,ls
307,raw,-0.4,307,1,500,ls
307,raw,-0.4,307,1,500,ls
307,raw,-0.4,307,1,500,ls
307,raw,-0.4,307,1,500,ls
307,old,-0.4,307,1,500,ls
307,boot,-0.4,307,1,500,ls
307,all_boot,-0.4,307,1,500,ls
307,null,-0.4,307,1,500,ls
307,gn,-0.4,307,1,500,ls
307,hybrid_gn,-0.4,307,1,500,ls
307,none,-0.4,307,1,500,ls
307,shrunk,-0.4,307,1,500,ls
308,raw,-0.4,308,1,500,ls
308,raw,-0.4,308,1,500,ls
308,raw,-0.4,308,1,500,ls
308,raw,-0.4,308,1,500,ls
308,old,-0.4,308,1,500,ls
308,boot,-0.4,308,1,500,ls
308,all_boot,-0.4,308,1,500,ls
308,null,-0.4,308,1,500,ls
308,gn,-0.4,308,1,500,ls
308,hybrid_gn,-0.4,308,1,500,ls
308,none,-0.4,308,1,500,ls
308,shrunk,-0.4,308,1,500,ls
309,raw,-0.4,309,1,500,ls
309,raw,-0.4,309,1,500,ls
309,raw,-0.4,309,1,500,ls
309,raw,-0.4,309,1,500,ls
309,old,-0.4,309,1,500,ls
309,boot,-0.4,309,1,500,ls
309,all_boot,-0.4,309,1,500,ls
309,null,-0.4,309,1,500,ls
309,gn,-0.4,309,1,500,ls
309,hybrid_gn,-0.4,309,1,500,ls
309,none,-0.4,309,1,500,ls
309,shrunk,-0.4,309,1,500,ls
310,raw,-0.4,310,1,500,ls
310,raw,-0.4,310,1,500,ls
310,raw,-0.4,310,1,500,ls
310,raw,-0.4,310,1,500,ls
310,old,-0.4,310,1,500,ls
310,boot,-0.4,310,1,500,ls
310,all_boot,-0.4,310,1,500,ls
310,null,-0.4,310,1,500,ls
310,gn,-0.4,310,1,500,ls
310,hybrid_gn,-0.4,310,1,500,ls
310,none,-0.4,310,1,500,ls
310,shrunk,-0.4,310,1,500,ls
311,raw,-0.4,311,1,500,ls
311,raw,-0.4,311,1,500,ls
311,raw,-0.4,311,1,500,ls
311,raw,-0.4,311,1,500,ls
311,old,-0.4,311,1,500,ls
311,boot,-0.4,311,1,500,ls
311,all_boot,-0.4,311,1,500,ls
311,null,-0.4,311,1,500,ls
311,gn,-0.4,311,1,500,ls
311,hybrid_gn,-0.4,311,1,500,ls
311,none,-0.4,311,1,500,ls
311,shrunk,-0.4,311,1,500,ls
312,raw,-0.4,312,1,500,ls
312,raw,-0.4,312,1,500,ls
312,raw,-0.4,312,1,500,ls
312,raw,-0.4,312,1,500,ls
312,old,-0.4,312,1,500,ls
312,boot,-0.4,312,1,500,ls
312,all_boot,-0.4,312,1,500,ls
312,null,-0.4,312,1,500,ls
312,gn,-0.4,312,1,500,ls
312,hybrid_gn,-0.4,312,1,500,ls
312,none,-0.4,312,1,500,ls
312,shrunk,-0.4,312,1,500,ls
313,raw,-0.4,313,1,500,ls
313,raw,-0.4,313,1,500,ls
313,raw,-0.4,313,1,500,ls
313,raw,-0.4,313,1,500,ls
313,old,-0.4,313,1,500,ls
313,boot,-0.4,313,1,500,ls
313,all_boot,-0.4,313,1,500,ls
313,null,-0.4,313,1,500,ls
313,gn,-0.4,313,1,500,ls
313,hybrid_gn,-0.4,313,1,500,ls
313,none,-0.4,313,1,500,ls
313,shrunk,-0.4,313,1,500,ls
314,raw,-0.4,314,1,500,ls
314,raw,-0.4,314,1,500,ls
314,raw,-0.4,314,1,500,ls
314,raw,-0.4,314,1,500,ls
314,old,-0.4,314,1,500,ls
314,boot,-0.4,314,1,500,ls
314,all_boot,-0.4,314,1,500,ls
314,null,-0.4,314,1,500,ls
314,gn,-0.4,314,1,500,ls
314,hybrid_gn,-0.4,314,1,500,ls
314,none,-0.4,314,1,500,ls
314,shrunk,-0.4,314,1,500,ls
315,raw,-0.4,315,1,500,ls
315,raw,-0.4,315,1,500,ls
315,raw,-0.4,315,1,500,ls
315,raw,-0.4,315,1,500,ls
315,old,-0.4,315,1,500,ls
315,boot,-0.4,315,1,500,ls
315,all_boot,-0.4,315,1,500,ls
315,null,-0.4,315,1,500,ls
315,gn,-0.4,315,1,500,ls
315,hybrid_gn,-0.4,315,1,500,ls
315,none,-0.4,315,1,500,ls
315,shrunk,-0.4,315,1,500,ls
316,raw,-0.4,316,1,500,ls
316,raw,-0.4,316,1,500,ls
316,raw,-0.4,316,1,500,ls
316,raw,-0.4,316,1,500,ls
316,old,-0.4,316,1,500,ls
316,boot,-0.4,316,1,500,ls
316,all_boot,-0.4,316,1,500,ls
316,null,-0.4,316,1,500,ls
316,gn,-0.4,316,1,500,ls
316,hybrid_gn,-0.4,316,1,500,ls
316,none,-0.4,316,1,500,ls
316,shrunk,-0.4,316,1,500,ls
317,raw,-0.4,317,1,500,ls
317,raw,-0.4,317,1,500,ls
317,raw,-0.4,317,1,500,ls
317,raw,-0.4,317,1,500,ls
317,old,-0.4,317,1,500,ls
317,boot,-0.4,317,1,500,ls
317,all_boot,-0.4,317,1,500,ls
317,null,-0.4,317,1,500,ls
317,gn,-0.4,317,1,500,ls
