sim,ate,type,run,j,n,d
102,33.03458981042967,hybrid_gn,2,3,50,ld
103,40.193569651447476,old,3,3,50,ld
103,40.194688057798665,boot,3,3,50,ld
103,40.17943615115001,all_boot,3,3,50,ld
103,30.912124528395143,null,3,3,50,ld
103,38.263898997758496,gn,3,3,50,ld
103,30.912124528395143,hybrid_gn,3,3,50,ld
104,40.026706936127354,old,4,3,50,ld
104,40.02404526457511,boot,4,3,50,ld
104,40.03127619895626,all_boot,4,3,50,ld
104,38.416220918391566,null,4,3,50,ld
104,39.16867516531929,gn,4,3,50,ld
104,38.416220918391566,hybrid_gn,4,3,50,ld
105,40.046208359018884,old,5,3,50,ld
105,40.04325140330005,boot,5,3,50,ld
105,40.04498470389717,all_boot,5,3,50,ld
105,24.33052340846721,null,5,3,50,ld
105,35.566129558461284,gn,5,3,50,ld
105,24.33052340846721,hybrid_gn,5,3,50,ld
106,39.759495879212835,old,6,3,50,ld
106,39.782692165141434,boot,6,3,50,ld
106,39.76660561003495,all_boot,6,3,50,ld
106,24.258890939615487,null,6,3,50,ld
106,30.83678980082731,gn,6,3,50,ld
106,24.258890939615487,hybrid_gn,6,3,50,ld
107,40.17714898405856,old,7,3,50,ld
107,40.17741096553907,boot,7,3,50,ld
107,40.17554230881147,all_boot,7,3,50,ld
107,22.779317144322516,null,7,3,50,ld
107,30.937599299929573,gn,7,3,50,ld
107,22.779317144322516,hybrid_gn,7,3,50,ld
108,40.15843334715185,old,8,3,50,ld
108,40.13825148743635,boot,8,3,50,ld
108,40.161398666454154,all_boot,8,3,50,ld
108,20.562333677648223,null,8,3,50,ld
108,24.728520083717726,gn,8,3,50,ld
108,20.562333677648223,hybrid_gn,8,3,50,ld
109,40.378641516018895,old,9,3,50,ld
109,40.33651545634996,boot,9,3,50,ld
109,40.380586352940405,all_boot,9,3,50,ld
109,27.195031692885276,null,9,3,50,ld
109,34.513184963138684,gn,9,3,50,ld
109,27.195031692885276,hybrid_gn,9,3,50,ld
110,39.993518500976315,old,10,3,50,ld
110,40.005404755127394,boot,10,3,50,ld
110,39.988123773516904,all_boot,10,3,50,ld
110,34.75207185596322,null,10,3,50,ld
110,36.258356285135896,gn,10,3,50,ld
110,34.75207185596322,hybrid_gn,10,3,50,ld
111,35.824870943325415,old,1,4,50,ld
111,35.82639319191434,boot,1,4,50,ld
111,35.82568605862801,all_boot,1,4,50,ld
111,35.20546932481699,null,1,4,50,ld
111,35.803061654749754,gn,1,4,50,ld
111,35.20546932481699,hybrid_gn,1,4,50,ld
112,38.57669467386032,old,2,4,50,ld
112,38.54792190700722,boot,2,4,50,ld
112,38.66296491976418,all_boot,2,4,50,ld
112,33.03458981042989,null,2,4,50,ld
112,34.107117113241976,gn,2,4,50,ld
112,33.03458981042989,hybrid_gn,2,4,50,ld
113,36.5592213074567,old,3,4,50,ld
113,36.624531712819,boot,3,4,50,ld
113,36.55883882355819,all_boot,3,4,50,ld
113,30.91212452839517,null,3,4,50,ld
113,36.10959848969565,gn,3,4,50,ld
113,30.91212452839517,hybrid_gn,3,4,50,ld
114,37.94720699666934,old,4,4,50,ld
114,37.967606022194246,boot,4,4,50,ld
114,37.970543136797154,all_boot,4,4,50,ld
114,38.41622091839144,null,4,4,50,ld
114,38.389597181415425,gn,4,4,50,ld
114,38.41622091839144,hybrid_gn,4,4,50,ld
115,32.51197983725942,old,5,4,50,ld
115,32.43128508113175,boot,5,4,50,ld
115,32.63285643089135,all_boot,5,4,50,ld
115,24.330523408467304,null,5,4,50,ld
115,30.273452316552834,gn,5,4,50,ld
115,24.330523408467304,hybrid_gn,5,4,50,ld
116,38.201027014502046,old,6,4,50,ld
116,38.246465284299475,boot,6,4,50,ld
116,37.989707916129504,all_boot,6,4,50,ld
116,24.25889093961544,null,6,4,50,ld
116,31.604496398438542,gn,6,4,50,ld
116,24.25889093961544,hybrid_gn,6,4,50,ld
117,30.479466205687462,old,7,4,50,ld
117,30.161163966085265,boot,7,4,50,ld
117,30.526537519163902,all_boot,7,4,50,ld
117,22.779317144322743,null,7,4,50,ld
117,28.60897346081391,gn,7,4,50,ld
117,22.779317144322743,hybrid_gn,7,4,50,ld
118,32.372297016712714,old,8,4,50,ld
118,32.1921333192447,boot,8,4,50,ld
118,32.397131317470404,all_boot,8,4,50,ld
118,20.562333677649082,null,8,4,50,ld
118,25.534009291315297,gn,8,4,50,ld
118,20.562333677649082,hybrid_gn,8,4,50,ld
119,35.472633560214554,old,9,4,50,ld
119,35.26517161698935,boot,9,4,50,ld
119,35.37667802337367,all_boot,9,4,50,ld
119,27.1950316928847,null,9,4,50,ld
119,31.558936830854233,gn,9,4,50,ld
119,27.1950316928847,hybrid_gn,9,4,50,ld
120,36.52046842350734,old,10,4,50,ld
120,36.72842009466002,boot,10,4,50,ld
120,36.57739987912835,all_boot,10,4,50,ld
120,34.752071855963486,null,10,4,50,ld
120,33.71464930795825,gn,10,4,50,ld
120,34.752071855963486,hybrid_gn,10,4,50,ld
121,39.95921420126233,old,1,1,100,ld
121,39.94984794487836,boot,1,1,100,ld
121,39.96052698412351,all_boot,1,1,100,ld
121,39.68820098956484,null,1,1,100,ld
121,40.00022985409995,gn,1,1,100,ld
121,39.68820098956484,hybrid_gn,1,1,100,ld
122,40.0729516946717,old,2,1,100,ld
122,40.07984442442417,boot,2,1,100,ld
122,40.07838499477632,all_boot,2,1,100,ld
122,31.073548479706098,null,2,1,100,ld
122,38.990600351820106,gn,2,1,100,ld
122,31.073548479706098,hybrid_gn,2,1,100,ld
123,39.96323153084267,old,3,1,100,ld
123,39.96605467787369,boot,3,1,100,ld
123,39.963456113598546,all_boot,3,1,100,ld
123,39.896845128962546,null,3,1,100,ld
123,40.55105508565441,gn,3,1,100,ld
123,39.896845128962546,hybrid_gn,3,1,100,ld
124,39.74593949149363,old,4,1,100,ld
124,39.76091030220515,boot,4,1,100,ld
124,39.745691609440705,all_boot,4,1,100,ld
124,38.250014275702895,null,4,1,100,ld
124,38.264752265797995,gn,4,1,100,ld
124,38.250014275702895,hybrid_gn,4,1,100,ld
125,40.05263939535788,old,5,1,100,ld
125,40.06369837222566,boot,5,1,100,ld
125,40.045323646073086,all_boot,5,1,100,ld
125,34.41650886601408,null,5,1,100,ld
125,38.983091472976504,gn,5,1,100,ld
125,34.41650886601408,hybrid_gn,5,1,100,ld
126,40.03292763940986,old,6,1,100,ld
126,40.03262878121403,boot,6,1,100,ld
126,40.03594183119574,all_boot,6,1,100,ld
126,37.55792036694892,null,6,1,100,ld
126,39.08542197490119,gn,6,1,100,ld
126,37.55792036694892,hybrid_gn,6,1,100,ld
127,39.878300568101864,old,7,1,100,ld
127,39.85746091915188,boot,7,1,100,ld
127,39.8798924960534,all_boot,7,1,100,ld
127,34.916523284361006,null,7,1,100,ld
127,37.776880044887655,gn,7,1,100,ld
127,34.916523284361006,hybrid_gn,7,1,100,ld
128,39.7950256894773,old,8,1,100,ld
128,39.8009005976742,boot,8,1,100,ld
128,39.80555753631872,all_boot,8,1,100,ld
128,39.548785579980375,null,8,1,100,ld
128,39.76629928222152,gn,8,1,100,ld
128,39.548785579980375,hybrid_gn,8,1,100,ld
129,39.88770960346673,old,9,1,100,ld
129,39.879486340882046,boot,9,1,100,ld
129,39.88037282552388,all_boot,9,1,100,ld
129,34.40719249062019,null,9,1,100,ld
129,39.04513543559094,gn,9,1,100,ld
129,34.40719249062019,hybrid_gn,9,1,100,ld
130,39.58791677957641,old,10,1,100,ld
130,39.59786959909412,boot,10,1,100,ld
130,39.58375425121294,all_boot,10,1,100,ld
130,34.40156866269275,null,10,1,100,ld
130,38.10803664178361,gn,10,1,100,ld
130,34.40156866269275,hybrid_gn,10,1,100,ld
131,41.739078025700906,old,1,2,100,ld
131,41.871342933341566,boot,1,2,100,ld
131,41.96337104012411,all_boot,1,2,100,ld
131,39.68820098956524,null,1,2,100,ld
131,39.77313939827794,gn,1,2,100,ld
131,39.68820098956524,hybrid_gn,1,2,100,ld
132,40.29911596158823,old,2,2,100,ld
132,40.205084119312524,boot,2,2,100,ld
132,40.51678376050524,all_boot,2,2,100,ld
132,33.15607999156906,null,2,2,100,ld
132,33.475600972574526,gn,2,2,100,ld
132,33.15607999156906,hybrid_gn,2,2,100,ld
133,39.674814697560755,old,3,2,100,ld
133,39.65511929945265,boot,3,2,100,ld
133,39.66079812112179,all_boot,3,2,100,ld
133,39.243716393448544,null,3,2,100,ld
133,40.40458465859039,gn,3,2,100,ld
133,39.243716393448544,hybrid_gn,3,2,100,ld
134,41.309117560346586,old,4,2,100,ld
134,41.51305438033859,boot,4,2,100,ld
134,41.4199831446775,all_boot,4,2,100,ld
134,36.027751872067455,null,4,2,100,ld
134,35.508552827342115,gn,4,2,100,ld
134,36.027751872067455,hybrid_gn,4,2,100,ld
135,40.134326395173446,old,5,2,100,ld
135,40.339857285396235,boot,5,2,100,ld
135,40.02691650636196,all_boot,5,2,100,ld
135,34.41650886601314,null,5,2,100,ld
135,33.63764356063901,gn,5,2,100,ld
135,34.41650886601314,hybrid_gn,5,2,100,ld
136,35.59540809121287,old,6,2,100,ld
136,35.52566425815277,boot,6,2,100,ld
136,35.85249923693308,all_boot,6,2,100,ld
136,28.948058425823106,null,6,2,100,ld
136,30.562586277137264,gn,6,2,100,ld
136,28.948058425823106,hybrid_gn,6,2,100,ld
137,38.19919344768134,old,7,2,100,ld
137,38.170030092044534,boot,7,2,100,ld
137,38.260190093755554,all_boot,7,2,100,ld
137,32.074122609059486,null,7,2,100,ld
137,32.52288353099025,gn,7,2,100,ld
137,32.074122609059486,hybrid_gn,7,2,100,ld
138,37.59260238426589,old,8,2,100,ld
138,37.858636430123994,boot,8,2,100,ld
138,37.85246612755134,all_boot,8,2,100,ld
138,35.90757053694563,null,8,2,100,ld
138,37.58837687814866,gn,8,2,100,ld
138,35.90757053694563,hybrid_gn,8,2,100,ld
139,39.7864965995271,old,9,2,100,ld
139,39.84952229052089,boot,9,2,100,ld
139,39.8032336317528,all_boot,9,2,100,ld
139,34.407192490615174,null,9,2,100,ld
139,38.06225307872381,gn,9,2,100,ld
139,34.407192490615174,hybrid_gn,9,2,100,ld
140,38.62543617066533,old,10,2,100,ld
140,38.62702613666846,boot,10,2,100,ld
140,38.62958159797762,all_boot,10,2,100,ld
140,34.401568662692846,null,10,2,100,ld
140,36.78336248007865,gn,10,2,100,ld
140,34.401568662692846,hybrid_gn,10,2,100,ld
141,39.90963015340474,old,1,3,100,ld
141,39.88618670838754,boot,1,3,100,ld
141,39.90411804338112,all_boot,1,3,100,ld
141,33.33215924398508,null,1,3,100,ld
141,39.836564271249536,gn,1,3,100,ld
141,33.33215924398508,hybrid_gn,1,3,100,ld
142,40.03341168110651,old,2,3,100,ld
142,40.03956912146623,boot,2,3,100,ld
142,40.03472020594195,all_boot,2,3,100,ld
142,27.01229360137098,null,2,3,100,ld
142,34.36566851373965,gn,2,3,100,ld
142,27.01229360137098,hybrid_gn,2,3,100,ld
143,39.944315104984526,old,3,3,100,ld
143,39.94819952945547,boot,3,3,100,ld
143,39.94220283526768,all_boot,3,3,100,ld
143,39.896845128964124,null,3,3,100,ld
143,40.25746736781422,gn,3,3,100,ld
143,39.896845128964124,hybrid_gn,3,3,100,ld
144,39.67118075794774,old,4,3,100,ld
144,39.67513759758124,boot,4,3,100,ld
144,39.67357153593198,all_boot,4,3,100,ld
144,34.544301299590174,null,4,3,100,ld
144,38.424948665028296,gn,4,3,100,ld
144,34.544301299590174,hybrid_gn,4,3,100,ld
145,39.95164893164478,old,5,3,100,ld
145,39.95503158032702,boot,5,3,100,ld
145,39.94952387697306,all_boot,5,3,100,ld
145,30.542835667188264,null,5,3,100,ld
145,35.26237738994995,gn,5,3,100,ld
145,30.542835667188264,hybrid_gn,5,3,100,ld
146,40.04293588733074,old,6,3,100,ld
146,40.04188858620504,boot,6,3,100,ld
146,40.04477346022499,all_boot,6,3,100,ld
146,31.51212165200906,null,6,3,100,ld
146,37.9221689903853,gn,6,3,100,ld
146,31.51212165200906,hybrid_gn,6,3,100,ld
147,39.8831868057888,old,7,3,100,ld
147,39.84924937630856,boot,7,3,100,ld
147,39.883539425831856,all_boot,7,3,100,ld
147,29.503445512729755,null,7,3,100,ld
147,34.59050301426723,gn,7,3,100,ld
147,29.503445512729755,hybrid_gn,7,3,100,ld
148,39.76154246159075,old,8,3,100,ld
148,39.771091106189346,boot,8,3,100,ld
148,39.75331503494629,all_boot,8,3,100,ld
148,34.16803546916793,null,8,3,100,ld
148,38.558819731141824,gn,8,3,100,ld
148,34.16803546916793,hybrid_gn,8,3,100,ld
149,39.87548678609181,old,9,3,100,ld
149,39.869877413456265,boot,9,3,100,ld
149,39.870404976444654,all_boot,9,3,100,ld
149,34.59800813538454,null,9,3,100,ld
149,38.69787412929384,gn,9,3,100,ld
149,34.59800813538454,hybrid_gn,9,3,100,ld
150,39.556346623030876,old,10,3,100,ld
150,39.55783865450319,boot,10,3,100,ld
150,39.55281888501081,all_boot,10,3,100,ld
150,41.42733529038192,null,10,3,100,ld
150,39.46582425274958,gn,10,3,100,ld
150,41.42733529038192,hybrid_gn,10,3,100,ld
151,40.793294689702876,old,1,4,100,ld
151,40.911989564941706,boot,1,4,100,ld
151,40.815863043201084,all_boot,1,4,100,ld
151,33.33215924398557,null,1,4,100,ld
151,39.404758289337884,gn,1,4,100,ld
151,33.33215924398557,hybrid_gn,1,4,100,ld
152,36.114336234411034,old,2,4,100,ld
152,36.25355071564803,boot,2,4,100,ld
152,36.13461800842155,all_boot,2,4,100,ld
152,27.012293601371276,null,2,4,100,ld
152,31.789668850860274,gn,2,4,100,ld
152,27.012293601371276,hybrid_gn,2,4,100,ld
153,39.95253903785158,old,3,4,100,ld
153,40.04881009119765,boot,3,4,100,ld
153,39.993377474820605,all_boot,3,4,100,ld
153,39.73227751150693,null,3,4,100,ld
153,39.98207944607931,gn,3,4,100,ld
153,39.73227751150693,hybrid_gn,3,4,100,ld
154,37.1506567564394,old,4,4,100,ld
154,37.161430890153675,boot,4,4,100,ld
154,37.362502138534865,all_boot,4,4,100,ld
154,34.54430129958993,null,4,4,100,ld
154,34.849083822198274,gn,4,4,100,ld
154,34.54430129958993,hybrid_gn,4,4,100,ld
155,34.781751556612306,old,5,4,100,ld
155,34.774741294036225,boot,5,4,100,ld
155,34.550031824681724,all_boot,5,4,100,ld
155,30.542835667186985,null,5,4,100,ld
155,32.184774540190794,gn,5,4,100,ld
155,30.542835667186985,hybrid_gn,5,4,100,ld
156,30.156143517552024,old,6,4,100,ld
156,29.90100246807822,boot,6,4,100,ld
156,30.38086965264359,all_boot,6,4,100,ld
156,31.512121652008812,null,6,4,100,ld
156,29.3265583538139,gn,6,4,100,ld
156,31.512121652008812,hybrid_gn,6,4,100,ld
157,32.854726724160365,old,7,4,100,ld
157,32.78518667135747,boot,7,4,100,ld
157,32.94110037128578,all_boot,7,4,100,ld
157,29.503445512729186,null,7,4,100,ld
157,31.648379081752513,gn,7,4,100,ld
157,29.503445512729186,hybrid_gn,7,4,100,ld
158,36.92190892871443,old,8,4,100,ld
158,36.70193373826725,boot,8,4,100,ld
158,36.949314521127896,all_boot,8,4,100,ld
158,34.16803546916817,null,8,4,100,ld
158,37.35154120954354,gn,8,4,100,ld
158,34.16803546916817,hybrid_gn,8,4,100,ld
159,38.80124022795666,old,9,4,100,ld
159,38.926968396698065,boot,9,4,100,ld
159,38.7221677056899,all_boot,9,4,100,ld
159,34.598008135384916,null,9,4,100,ld
159,38.069462764060624,gn,9,4,100,ld
159,34.598008135384916,hybrid_gn,9,4,100,ld
160,38.21729336046185,old,10,4,100,ld
160,38.237920174511316,boot,10,4,100,ld
160,38.09695637573116,all_boot,10,4,100,ld
160,41.42733529038283,null,10,4,100,ld
160,37.629162321520965,gn,10,4,100,ld
160,41.42733529038283,hybrid_gn,10,4,100,ld
