sim,ate,type,run,j,n,d
546,35.89370252458089,null,46,2,50,ks
546,39.7199073664204,gn,46,2,50,ks
546,35.89370252458089,hybrid_gn,46,2,50,ks
547,40.37395805622178,old,47,2,50,ks
547,40.37309707425379,boot,47,2,50,ks
547,40.37981358322218,all_boot,47,2,50,ks
547,37.84013586254593,null,47,2,50,ks
547,39.6402160281673,gn,47,2,50,ks
547,37.84013586254593,hybrid_gn,47,2,50,ks
548,40.310461320746086,old,48,2,50,ks
548,40.31242626685798,boot,48,2,50,ks
548,40.308341433602045,all_boot,48,2,50,ks
548,34.776006716412354,null,48,2,50,ks
548,39.531129456027216,gn,48,2,50,ks
548,34.776006716412354,hybrid_gn,48,2,50,ks
549,40.113616526932276,old,49,2,50,ks
549,40.11366571822644,boot,49,2,50,ks
549,40.11364622995144,all_boot,49,2,50,ks
549,41.791443309670484,null,49,2,50,ks
549,40.53957082533143,gn,49,2,50,ks
549,41.791443309670484,hybrid_gn,49,2,50,ks
550,40.319954305172914,old,50,2,50,ks
550,40.3211997638257,boot,50,2,50,ks
550,40.31655858593878,all_boot,50,2,50,ks
550,35.0858439867691,null,50,2,50,ks
550,40.21947195844767,gn,50,2,50,ks
550,35.0858439867691,hybrid_gn,50,2,50,ks
551,40.35148872362328,old,51,2,50,ks
551,40.3511383573733,boot,51,2,50,ks
551,40.35125091476152,all_boot,51,2,50,ks
551,37.756926752852024,null,51,2,50,ks
551,40.346586118675525,gn,51,2,50,ks
551,37.756926752852024,hybrid_gn,51,2,50,ks
552,39.83246170748408,old,52,2,50,ks
552,39.81858681166,boot,52,2,50,ks
552,39.83108329022599,all_boot,52,2,50,ks
552,36.37657788245427,null,52,2,50,ks
552,38.55328052663045,gn,52,2,50,ks
552,36.37657788245427,hybrid_gn,52,2,50,ks
553,39.740749157391676,old,53,2,50,ks
553,39.737314555434004,boot,53,2,50,ks
553,39.73690177582941,all_boot,53,2,50,ks
553,39.0912575959987,null,53,2,50,ks
553,39.85718105081362,gn,53,2,50,ks
553,39.0912575959987,hybrid_gn,53,2,50,ks
554,39.951687790327256,old,54,2,50,ks
554,39.951498502180016,boot,54,2,50,ks
554,39.95404023788471,all_boot,54,2,50,ks
554,40.78031507001352,null,54,2,50,ks
554,39.988018986284494,gn,54,2,50,ks
554,40.78031507001352,hybrid_gn,54,2,50,ks
555,39.982958481049984,old,55,2,50,ks
555,39.98302862569175,boot,55,2,50,ks
555,39.98315300039258,all_boot,55,2,50,ks
555,42.35823147159113,null,55,2,50,ks
555,39.99906193027367,gn,55,2,50,ks
555,42.35823147159113,hybrid_gn,55,2,50,ks
556,40.079887590220096,old,56,2,50,ks
556,40.08086000147366,boot,56,2,50,ks
556,40.0798035958287,all_boot,56,2,50,ks
556,37.135315795021675,null,56,2,50,ks
556,40.00117635466431,gn,56,2,50,ks
556,37.135315795021675,hybrid_gn,56,2,50,ks
557,39.779893502352564,old,57,2,50,ks
557,39.79168702655762,boot,57,2,50,ks
557,39.788957793875774,all_boot,57,2,50,ks
557,36.518067950062175,null,57,2,50,ks
557,39.70058257914647,gn,57,2,50,ks
557,36.518067950062175,hybrid_gn,57,2,50,ks
558,39.628433433935925,old,58,2,50,ks
558,39.636418584833635,boot,58,2,50,ks
558,39.636595096160754,all_boot,58,2,50,ks
558,38.245553045767906,null,58,2,50,ks
558,39.146888857156476,gn,58,2,50,ks
558,38.245553045767906,hybrid_gn,58,2,50,ks
559,39.8435605994662,old,59,2,50,ks
559,39.843560599466194,boot,59,2,50,ks
559,39.843560599466194,all_boot,59,2,50,ks
559,41.422722245591736,null,59,2,50,ks
559,39.96069925543597,gn,59,2,50,ks
559,41.422722245591736,hybrid_gn,59,2,50,ks
560,39.99144378850418,old,60,2,50,ks
560,40.005857600081285,boot,60,2,50,ks
560,40.00446278971979,all_boot,60,2,50,ks
560,37.75841027677631,null,60,2,50,ks
560,39.98633018465746,gn,60,2,50,ks
560,37.75841027677631,hybrid_gn,60,2,50,ks
561,39.44448407681752,old,61,2,50,ks
561,39.45641040214212,boot,61,2,50,ks
561,39.44459580745635,all_boot,61,2,50,ks
561,38.24492862127061,null,61,2,50,ks
561,39.49661640071169,gn,61,2,50,ks
561,38.24492862127061,hybrid_gn,61,2,50,ks
562,39.70242723273299,old,62,2,50,ks
562,39.70257085254016,boot,62,2,50,ks
562,39.70205898143515,all_boot,62,2,50,ks
562,40.86493401997575,null,62,2,50,ks
562,39.320863167987156,gn,62,2,50,ks
562,40.86493401997575,hybrid_gn,62,2,50,ks
563,39.96416983102229,old,63,2,50,ks
563,39.963886548110096,boot,63,2,50,ks
563,39.96415477677182,all_boot,63,2,50,ks
563,41.76529489612019,null,63,2,50,ks
563,41.04363140002761,gn,63,2,50,ks
563,41.76529489612019,hybrid_gn,63,2,50,ks
564,39.9552016981394,old,64,2,50,ks
564,39.95382825956277,boot,64,2,50,ks
564,39.95482516200723,all_boot,64,2,50,ks
564,37.86477434037031,null,64,2,50,ks
564,39.94567775779738,gn,64,2,50,ks
564,37.86477434037031,hybrid_gn,64,2,50,ks
565,40.04082764404287,old,65,2,50,ks
565,40.035853301023444,boot,65,2,50,ks
565,40.02550517577323,all_boot,65,2,50,ks
565,38.18645503796763,null,65,2,50,ks
565,39.77982119727387,gn,65,2,50,ks
565,38.18645503796763,hybrid_gn,65,2,50,ks
566,40.38421256479921,old,66,2,50,ks
566,40.37602212588949,boot,66,2,50,ks
566,40.383565747012064,all_boot,66,2,50,ks
566,37.479478651635795,null,66,2,50,ks
566,39.814381503509324,gn,66,2,50,ks
566,37.479478651635795,hybrid_gn,66,2,50,ks
567,40.49981950319603,old,67,2,50,ks
567,40.50221092538929,boot,67,2,50,ks
567,40.481495771190346,all_boot,67,2,50,ks
567,38.81373585272923,null,67,2,50,ks
567,40.01020354165739,gn,67,2,50,ks
567,38.81373585272923,hybrid_gn,67,2,50,ks
568,39.934999738558375,old,68,2,50,ks
568,39.88134818573039,boot,68,2,50,ks
568,39.90588504846718,all_boot,68,2,50,ks
568,39.78488687652532,null,68,2,50,ks
568,40.96469556343164,gn,68,2,50,ks
568,39.78488687652532,hybrid_gn,68,2,50,ks
569,40.02015288116058,old,69,2,50,ks
569,40.01737149347052,boot,69,2,50,ks
569,40.028417317315615,all_boot,69,2,50,ks
569,33.21544928526479,null,69,2,50,ks
569,38.68117479480459,gn,69,2,50,ks
569,33.21544928526479,hybrid_gn,69,2,50,ks
570,39.85889594674639,old,70,2,50,ks
570,39.860373068034356,boot,70,2,50,ks
570,39.86037306803438,all_boot,70,2,50,ks
570,33.49045765234295,null,70,2,50,ks
570,38.52695925669189,gn,70,2,50,ks
570,33.49045765234295,hybrid_gn,70,2,50,ks
571,39.80120393207381,old,71,2,50,ks
571,39.809051119064094,boot,71,2,50,ks
571,39.80432143065678,all_boot,71,2,50,ks
571,38.59695832648449,null,71,2,50,ks
571,39.47777700561555,gn,71,2,50,ks
571,38.59695832648449,hybrid_gn,71,2,50,ks
572,39.36276506810794,old,72,2,50,ks
572,39.3555805528031,boot,72,2,50,ks
572,39.366754558650975,all_boot,72,2,50,ks
572,33.021918788432515,null,72,2,50,ks
572,38.20238587491355,gn,72,2,50,ks
572,33.021918788432515,hybrid_gn,72,2,50,ks
573,39.882768044013666,old,73,2,50,ks
573,39.88344558649603,boot,73,2,50,ks
573,39.88230372759221,all_boot,73,2,50,ks
573,28.666516239182435,null,73,2,50,ks
573,36.66720719305352,gn,73,2,50,ks
573,28.666516239182435,hybrid_gn,73,2,50,ks
574,39.75572909026139,old,74,2,50,ks
574,39.738975902495575,boot,74,2,50,ks
574,39.74894098821551,all_boot,74,2,50,ks
574,36.295837070635656,null,74,2,50,ks
574,39.35933015455846,gn,74,2,50,ks
574,36.295837070635656,hybrid_gn,74,2,50,ks
575,39.78233081075959,old,75,2,50,ks
575,39.78123117261329,boot,75,2,50,ks
575,39.778328003425635,all_boot,75,2,50,ks
575,39.70049401772431,null,75,2,50,ks
575,39.76355883113082,gn,75,2,50,ks
575,39.70049401772431,hybrid_gn,75,2,50,ks
576,39.706561711427526,old,76,2,50,ks
576,39.70638238497275,boot,76,2,50,ks
576,39.70646430547056,all_boot,76,2,50,ks
576,44.77800027473492,null,76,2,50,ks
576,40.802942157865516,gn,76,2,50,ks
576,44.77800027473492,hybrid_gn,76,2,50,ks
577,40.70826229496393,old,77,2,50,ks
577,40.699006955526464,boot,77,2,50,ks
577,40.706340650064696,all_boot,77,2,50,ks
577,32.920152769427354,null,77,2,50,ks
577,37.835748860551035,gn,77,2,50,ks
577,32.920152769427354,hybrid_gn,77,2,50,ks
578,40.06316296309659,old,78,2,50,ks
578,40.06028297537083,boot,78,2,50,ks
578,40.06317522824341,all_boot,78,2,50,ks
578,40.0268719155431,null,78,2,50,ks
578,40.04402051786903,gn,78,2,50,ks
578,40.0268719155431,hybrid_gn,78,2,50,ks
579,39.89225003747052,old,79,2,50,ks
579,39.8966873586836,boot,79,2,50,ks
579,39.891746108496335,all_boot,79,2,50,ks
579,34.57225680331647,null,79,2,50,ks
579,38.92196479963743,gn,79,2,50,ks
579,34.57225680331647,hybrid_gn,79,2,50,ks
580,39.828720822616646,old,80,2,50,ks
580,39.83664045755913,boot,80,2,50,ks
580,39.830237555589505,all_boot,80,2,50,ks
580,40.979322048838796,null,80,2,50,ks
580,40.37967128224217,gn,80,2,50,ks
580,40.979322048838796,hybrid_gn,80,2,50,ks
581,40.040449187339,old,81,2,50,ks
581,40.039951858767495,boot,81,2,50,ks
581,40.03855828153134,all_boot,81,2,50,ks
581,35.730093395089376,null,81,2,50,ks
581,40.038558281531344,gn,81,2,50,ks
581,35.730093395089376,hybrid_gn,81,2,50,ks
582,39.79651678938347,old,82,2,50,ks
582,39.80572453370262,boot,82,2,50,ks
582,39.87001511619798,all_boot,82,2,50,ks
582,33.106942364323956,null,82,2,50,ks
582,39.76986781484832,gn,82,2,50,ks
582,33.106942364323956,hybrid_gn,82,2,50,ks
583,40.21246290445975,old,83,2,50,ks
583,40.20696254919315,boot,83,2,50,ks
583,40.216144500995895,all_boot,83,2,50,ks
583,36.15054116727946,null,83,2,50,ks
583,39.32526348994911,gn,83,2,50,ks
583,36.15054116727946,hybrid_gn,83,2,50,ks
584,40.31364085094281,old,84,2,50,ks
584,40.31871678195309,boot,84,2,50,ks
584,40.32343378576678,all_boot,84,2,50,ks
584,38.900904351044275,null,84,2,50,ks
584,40.12736006618354,gn,84,2,50,ks
584,38.900904351044275,hybrid_gn,84,2,50,ks
585,40.17088497759765,old,85,2,50,ks
585,40.16944557702564,boot,85,2,50,ks
585,40.16958652400884,all_boot,85,2,50,ks
585,40.961378032462484,null,85,2,50,ks
585,40.38822825381368,gn,85,2,50,ks
585,40.961378032462484,hybrid_gn,85,2,50,ks
586,40.437060978617104,old,86,2,50,ks
586,40.43749468573372,boot,86,2,50,ks
586,40.43713770956946,all_boot,86,2,50,ks
586,40.70468910291266,null,86,2,50,ks
586,40.42454694859229,gn,86,2,50,ks
586,40.70468910291266,hybrid_gn,86,2,50,ks
587,40.103921762870485,old,87,2,50,ks
587,40.104339111425965,boot,87,2,50,ks
587,40.104697176692845,all_boot,87,2,50,ks
587,38.225066573192294,null,87,2,50,ks
587,38.70060295586837,gn,87,2,50,ks
587,38.225066573192294,hybrid_gn,87,2,50,ks
588,39.92075263460114,old,88,2,50,ks
588,39.93565724466599,boot,88,2,50,ks
588,39.927714112840945,all_boot,88,2,50,ks
588,37.5515704458811,null,88,2,50,ks
588,38.94781343399372,gn,88,2,50,ks
588,37.5515704458811,hybrid_gn,88,2,50,ks
589,39.74320370804986,old,89,2,50,ks
589,39.7400408776681,boot,89,2,50,ks
589,39.74292789928329,all_boot,89,2,50,ks
589,36.52211803595129,null,89,2,50,ks
589,38.53783454184784,gn,89,2,50,ks
589,36.52211803595129,hybrid_gn,89,2,50,ks
590,39.78138302776662,old,90,2,50,ks
590,39.7793799967981,boot,90,2,50,ks
590,39.78291726562159,all_boot,90,2,50,ks
590,39.7636837181081,null,90,2,50,ks
590,39.875573889712236,gn,90,2,50,ks
590,39.7636837181081,hybrid_gn,90,2,50,ks
591,40.32134361817616,old,91,2,50,ks
591,40.3252089948614,boot,91,2,50,ks
591,40.32766517997054,all_boot,91,2,50,ks
591,32.00677258924843,null,91,2,50,ks
591,39.36647923677059,gn,91,2,50,ks
591,32.00677258924843,hybrid_gn,91,2,50,ks
592,40.207215126812805,old,92,2,50,ks
592,40.203131750137445,boot,92,2,50,ks
592,40.203983261691896,all_boot,92,2,50,ks
592,40.16515143193117,null,92,2,50,ks
592,40.296227157818905,gn,92,2,50,ks
592,40.16515143193117,hybrid_gn,92,2,50,ks
593,40.03699234108375,old,93,2,50,ks
593,40.03887228104841,boot,93,2,50,ks
593,40.03670179875922,all_boot,93,2,50,ks
593,38.40523923697367,null,93,2,50,ks
593,39.28862577295991,gn,93,2,50,ks
593,38.40523923697367,hybrid_gn,93,2,50,ks
594,40.41541047411024,old,94,2,50,ks
594,40.422406283073386,boot,94,2,50,ks
594,40.4166054004944,all_boot,94,2,50,ks
594,37.169888246276905,null,94,2,50,ks
594,40.329846705944014,gn,94,2,50,ks
594,37.169888246276905,hybrid_gn,94,2,50,ks
595,40.15375400632228,old,95,2,50,ks
595,40.15520884838749,boot,95,2,50,ks
595,40.16184048574959,all_boot,95,2,50,ks
595,33.44213165307239,null,95,2,50,ks
595,39.49118016723301,gn,95,2,50,ks
595,33.44213165307239,hybrid_gn,95,2,50,ks
596,39.936215145850404,old,96,2,50,ks
596,39.94187007384453,boot,96,2,50,ks
596,39.90809437305245,all_boot,96,2,50,ks
596,31.285348287025464,null,96,2,50,ks
596,37.11952190322792,gn,96,2,50,ks
596,31.285348287025464,hybrid_gn,96,2,50,ks
597,39.9023977953137,old,97,2,50,ks
597,39.90573056718902,boot,97,2,50,ks
597,39.907522443476566,all_boot,97,2,50,ks
597,39.78348556983283,null,97,2,50,ks
597,40.01787309137868,gn,97,2,50,ks
597,39.78348556983283,hybrid_gn,97,2,50,ks
598,39.960755494872394,old,98,2,50,ks
598,39.964731324795174,boot,98,2,50,ks
598,39.96140046302891,all_boot,98,2,50,ks
598,35.50724791573932,null,98,2,50,ks
598,39.93669839808783,gn,98,2,50,ks
598,35.50724791573932,hybrid_gn,98,2,50,ks
599,39.88944525255504,old,99,2,50,ks
599,39.88755717068725,boot,99,2,50,ks
599,39.889299318385746,all_boot,99,2,50,ks
599,39.32707125802898,null,99,2,50,ks
599,39.362885216736615,gn,99,2,50,ks
599,39.32707125802898,hybrid_gn,99,2,50,ks
600,39.71371063590233,old,100,2,50,ks
600,39.7121453163702,boot,100,2,50,ks
600,39.717666647098454,all_boot,100,2,50,ks
600,37.15675691101231,null,100,2,50,ks
600,38.60165347879712,gn,100,2,50,ks
600,37.15675691101231,hybrid_gn,100,2,50,ks
601,39.97419937095916,old,101,2,50,ks
601,39.98117471399812,boot,101,2,50,ks
601,39.973295736553766,all_boot,101,2,50,ks
601,36.81920460672917,null,101,2,50,ks
601,38.96505984225848,gn,101,2,50,ks
601,36.81920460672917,hybrid_gn,101,2,50,ks
602,39.999913206512396,old,102,2,50,ks
602,39.98165095718837,boot,102,2,50,ks
602,40.00494075838482,all_boot,102,2,50,ks
602,34.944825097966266,null,102,2,50,ks
602,40.03896430472462,gn,102,2,50,ks
602,34.944825097966266,hybrid_gn,102,2,50,ks
603,39.70160088456541,old,103,2,50,ks
603,39.70160088456541,boot,103,2,50,ks
603,39.7016008845654,all_boot,103,2,50,ks
603,37.72202594984228,null,103,2,50,ks
603,39.145599868828526,gn,103,2,50,ks
603,37.72202594984228,hybrid_gn,103,2,50,ks
604,39.91760147350304,old,104,2,50,ks
604,39.90928125674317,boot,104,2,50,ks
604,39.91826205867954,all_boot,104,2,50,ks
604,38.854675122964565,null,104,2,50,ks
604,39.90684848553573,gn,104,2,50,ks
604,38.854675122964565,hybrid_gn,104,2,50,ks
605,39.54699517265556,old,105,2,50,ks
605,39.54818070149579,boot,105,2,50,ks
605,39.54588112636378,all_boot,105,2,50,ks
605,32.51052193076812,null,105,2,50,ks
605,39.01290947564147,gn,105,2,50,ks
605,32.51052193076812,hybrid_gn,105,2,50,ks
606,40.18985758041711,old,106,2,50,ks
606,40.191201079614615,boot,106,2,50,ks
606,40.190500508071025,all_boot,106,2,50,ks
606,38.536950115269164,null,106,2,50,ks
606,39.7806069496372,gn,106,2,50,ks
606,38.536950115269164,hybrid_gn,106,2,50,ks
607,39.56684869182134,old,107,2,50,ks
607,39.5708298925504,boot,107,2,50,ks
607,39.57243157593791,all_boot,107,2,50,ks
607,37.243311876669416,null,107,2,50,ks
607,39.368700711998244,gn,107,2,50,ks
607,37.243311876669416,hybrid_gn,107,2,50,ks
608,39.79844567925694,old,108,2,50,ks
608,39.799324742109334,boot,108,2,50,ks
608,39.79628836224853,all_boot,108,2,50,ks
608,37.259450267274765,null,108,2,50,ks
608,39.79628836224853,gn,108,2,50,ks
608,37.259450267274765,hybrid_gn,108,2,50,ks
609,39.70826448279382,old,109,2,50,ks
609,39.720830159682734,boot,109,2,50,ks
609,39.70748420500651,all_boot,109,2,50,ks
609,29.969034710836322,null,109,2,50,ks
609,35.86218603492577,gn,109,2,50,ks
609,29.969034710836322,hybrid_gn,109,2,50,ks
610,40.03288552162165,old,110,2,50,ks
610,40.03101112500188,boot,110,2,50,ks
610,40.03881061287618,all_boot,110,2,50,ks
610,36.50744016688847,null,110,2,50,ks
610,39.86710907888762,gn,110,2,50,ks
610,36.50744016688847,hybrid_gn,110,2,50,ks
611,40.00873191223045,old,111,2,50,ks
611,40.00567120606848,boot,111,2,50,ks
611,40.00504600611104,all_boot,111,2,50,ks
611,36.64316256206542,null,111,2,50,ks
611,39.604971171921136,gn,111,2,50,ks
611,36.64316256206542,hybrid_gn,111,2,50,ks
612,40.20566550222648,old,112,2,50,ks
612,40.22920997058285,boot,112,2,50,ks
612,40.20615577275037,all_boot,112,2,50,ks
612,37.76685155052062,null,112,2,50,ks
612,40.48303068980082,gn,112,2,50,ks
612,37.76685155052062,hybrid_gn,112,2,50,ks
613,39.88465631883777,old,113,2,50,ks
613,39.887176867922356,boot,113,2,50,ks
613,39.8893190665811,all_boot,113,2,50,ks
613,38.60930580056125,null,113,2,50,ks
613,39.24888923867677,gn,113,2,50,ks
613,38.60930580056125,hybrid_gn,113,2,50,ks
614,39.94863378860356,old,114,2,50,ks
614,39.96012334950228,boot,114,2,50,ks
614,39.939420856506914,all_boot,114,2,50,ks
614,36.68435844936505,null,114,2,50,ks
614,38.78186599325872,gn,114,2,50,ks
614,36.68435844936505,hybrid_gn,114,2,50,ks
615,40.246997919441206,old,115,2,50,ks
615,40.25099712818146,boot,115,2,50,ks
615,40.2509758490741,all_boot,115,2,50,ks
615,36.174128440371106,null,115,2,50,ks
615,39.522721519703154,gn,115,2,50,ks
615,36.174128440371106,hybrid_gn,115,2,50,ks
616,39.51451428618319,old,116,2,50,ks
616,39.5103281550868,boot,116,2,50,ks
616,39.51768379170921,all_boot,116,2,50,ks
616,38.76875749738366,null,116,2,50,ks
616,39.48669424773726,gn,116,2,50,ks
616,38.76875749738366,hybrid_gn,116,2,50,ks
617,40.31486518198846,old,117,2,50,ks
617,40.31510843368154,boot,117,2,50,ks
617,40.314849437265956,all_boot,117,2,50,ks
617,32.966434709361785,null,117,2,50,ks
617,39.08070308547651,gn,117,2,50,ks
617,32.966434709361785,hybrid_gn,117,2,50,ks
618,40.05481704145515,old,118,2,50,ks
618,40.06068498236526,boot,118,2,50,ks
618,40.053899547402644,all_boot,118,2,50,ks
618,39.88950680602095,null,118,2,50,ks
618,40.01625817809098,gn,118,2,50,ks
618,39.88950680602095,hybrid_gn,118,2,50,ks
619,39.712720572319164,old,119,2,50,ks
619,39.712578766135444,boot,119,2,50,ks
619,39.71257204892154,all_boot,119,2,50,ks
619,36.25387556463604,null,119,2,50,ks
619,39.149815285427806,gn,119,2,50,ks
619,36.25387556463604,hybrid_gn,119,2,50,ks
620,40.21432939995216,old,120,2,50,ks
620,40.21892498617661,boot,120,2,50,ks
620,40.21843304782405,all_boot,120,2,50,ks
620,40.179938612629584,null,120,2,50,ks
620,40.62595638181054,gn,120,2,50,ks
620,40.179938612629584,hybrid_gn,120,2,50,ks
621,39.731213554989154,old,121,2,50,ks
621,39.7312173289876,boot,121,2,50,ks
621,39.730092527190415,all_boot,121,2,50,ks
621,34.15966397335824,null,121,2,50,ks
621,39.680960213851094,gn,121,2,50,ks
621,34.15966397335824,hybrid_gn,121,2,50,ks
622,39.708407812527625,old,122,2,50,ks
622,39.7091353585451,boot,122,2,50,ks
622,39.70833892726249,all_boot,122,2,50,ks
622,38.43317607689206,null,122,2,50,ks
622,39.89342321672646,gn,122,2,50,ks
622,38.43317607689206,hybrid_gn,122,2,50,ks
623,39.92612431742771,old,123,2,50,ks
623,39.93017081543633,boot,123,2,50,ks
623,39.92328300454324,all_boot,123,2,50,ks
623,39.066344620351394,null,123,2,50,ks
623,39.851562375011014,gn,123,2,50,ks
623,39.066344620351394,hybrid_gn,123,2,50,ks
624,40.11499122254079,old,124,2,50,ks
624,40.112303419413955,boot,124,2,50,ks
624,40.11447571988368,all_boot,124,2,50,ks
624,37.538452603940556,null,124,2,50,ks
624,40.00101190539208,gn,124,2,50,ks
624,37.538452603940556,hybrid_gn,124,2,50,ks
625,39.732131232726815,old,125,2,50,ks
625,39.7283093834696,boot,125,2,50,ks
625,39.733214544824115,all_boot,125,2,50,ks
625,34.37780149477197,null,125,2,50,ks
625,39.66401631612702,gn,125,2,50,ks
625,34.37780149477197,hybrid_gn,125,2,50,ks
626,39.66681076356249,old,126,2,50,ks
626,39.67256596342581,boot,126,2,50,ks
626,39.666543218747016,all_boot,126,2,50,ks
626,42.28157396983306,null,126,2,50,ks
626,40.08333881063643,gn,126,2,50,ks
626,42.28157396983306,hybrid_gn,126,2,50,ks
627,39.95702659630648,old,127,2,50,ks
627,39.9526055771672,boot,127,2,50,ks
627,39.958990526615906,all_boot,127,2,50,ks
627,38.592868788840555,null,127,2,50,ks
627,39.807569684159255,gn,127,2,50,ks
627,38.592868788840555,hybrid_gn,127,2,50,ks
628,39.85334241049435,old,128,2,50,ks
628,39.85248952640186,boot,128,2,50,ks
628,39.85232258533367,all_boot,128,2,50,ks
628,39.8312622327306,null,128,2,50,ks
628,39.84837157475207,gn,128,2,50,ks
628,39.8312622327306,hybrid_gn,128,2,50,ks
629,40.18065965703447,old,129,2,50,ks
629,40.18625880293334,boot,129,2,50,ks
629,40.18511671357752,all_boot,129,2,50,ks
629,36.03771341552843,null,129,2,50,ks
629,39.71352509745893,gn,129,2,50,ks
629,36.03771341552843,hybrid_gn,129,2,50,ks
630,39.932554154656415,old,130,2,50,ks
630,39.92381358323324,boot,130,2,50,ks
630,39.929103697415734,all_boot,130,2,50,ks
630,34.06985218022217,null,130,2,50,ks
630,39.51190967072369,gn,130,2,50,ks
630,34.06985218022217,hybrid_gn,130,2,50,ks
631,40.1684179305899,old,131,2,50,ks
631,40.16714642368748,boot,131,2,50,ks
631,40.167391342892735,all_boot,131,2,50,ks
631,40.61778851049921,null,131,2,50,ks
631,40.29052804506719,gn,131,2,50,ks
631,40.61778851049921,hybrid_gn,131,2,50,ks
632,40.32562572064507,old,132,2,50,ks
632,40.32561901122234,boot,132,2,50,ks
632,40.32565059861883,all_boot,132,2,50,ks
632,42.14618614777082,null,132,2,50,ks
632,40.65935765832224,gn,132,2,50,ks
632,42.14618614777082,hybrid_gn,132,2,50,ks
633,39.7859628210334,old,133,2,50,ks
633,39.78602159690017,boot,133,2,50,ks
633,39.785975224853665,all_boot,133,2,50,ks
633,40.993404855361405,null,133,2,50,ks
633,40.21929941698066,gn,133,2,50,ks
633,40.993404855361405,hybrid_gn,133,2,50,ks
634,39.85651955151234,old,134,2,50,ks
634,39.861109354366484,boot,134,2,50,ks
634,39.858426128521074,all_boot,134,2,50,ks
634,38.688221212046194,null,134,2,50,ks
634,39.693665235864785,gn,134,2,50,ks
634,38.688221212046194,hybrid_gn,134,2,50,ks
635,39.99409818924444,old,135,2,50,ks
635,39.99262459701299,boot,135,2,50,ks
635,39.996026537799324,all_boot,135,2,50,ks
635,38.16121380952513,null,135,2,50,ks
635,39.83208943059091,gn,135,2,50,ks
635,38.16121380952513,hybrid_gn,135,2,50,ks
636,40.35782176059166,old,136,2,50,ks
636,40.365296720726946,boot,136,2,50,ks
636,40.35896103332192,all_boot,136,2,50,ks
636,40.34542785058429,null,136,2,50,ks
636,40.96272074177679,gn,136,2,50,ks
636,40.34542785058429,hybrid_gn,136,2,50,ks
637,39.75184123140384,old,137,2,50,ks
637,39.754103808581064,boot,137,2,50,ks
637,39.75437820188574,all_boot,137,2,50,ks
637,39.30903011265554,null,137,2,50,ks
637,39.75259276392573,gn,137,2,50,ks
637,39.30903011265554,hybrid_gn,137,2,50,ks
638,39.817076956058905,old,138,2,50,ks
638,39.80778518285516,boot,138,2,50,ks
638,39.81779399883974,all_boot,138,2,50,ks
638,33.39036397095823,null,138,2,50,ks
638,37.83745354258334,gn,138,2,50,ks
638,33.39036397095823,hybrid_gn,138,2,50,ks
639,40.43403532187962,old,139,2,50,ks
639,40.435949218114885,boot,139,2,50,ks
639,40.440751023744554,all_boot,139,2,50,ks
639,34.19538539956396,null,139,2,50,ks
639,39.018629648916736,gn,139,2,50,ks
639,34.19538539956396,hybrid_gn,139,2,50,ks
640,39.97609483672717,old,140,2,50,ks
640,39.98459704380947,boot,140,2,50,ks
640,39.97497444546483,all_boot,140,2,50,ks
640,40.203614797010744,null,140,2,50,ks
640,40.0936075121848,gn,140,2,50,ks
640,40.203614797010744,hybrid_gn,140,2,50,ks
641,40.17060768583457,old,141,2,50,ks
641,40.17139338226204,boot,141,2,50,ks
641,40.1715294267017,all_boot,141,2,50,ks
641,36.712863251819684,null,141,2,50,ks
641,39.67959700643136,gn,141,2,50,ks
641,36.712863251819684,hybrid_gn,141,2,50,ks
642,40.2074901867932,old,142,2,50,ks
642,40.1894757645115,boot,142,2,50,ks
642,40.20283405674906,all_boot,142,2,50,ks
642,31.542959416857247,null,142,2,50,ks
642,38.6942803630975,gn,142,2,50,ks
642,31.542959416857247,hybrid_gn,142,2,50,ks
643,40.25972274428992,old,143,2,50,ks
643,40.26072250746854,boot,143,2,50,ks
643,40.259838238027626,all_boot,143,2,50,ks
643,32.770746118117685,null,143,2,50,ks
643,38.92457102024362,gn,143,2,50,ks
643,32.770746118117685,hybrid_gn,143,2,50,ks
644,40.31504393985405,old,144,2,50,ks
644,40.306932275718495,boot,144,2,50,ks
644,40.321242587404434,all_boot,144,2,50,ks
644,36.27734977022228,null,144,2,50,ks
644,39.09624435741651,gn,144,2,50,ks
644,36.27734977022228,hybrid_gn,144,2,50,ks
645,39.88904862072627,old,145,2,50,ks
645,39.89168983284468,boot,145,2,50,ks
645,39.89356366609556,all_boot,145,2,50,ks
645,43.3105597834954,null,145,2,50,ks
645,40.17564793909929,gn,145,2,50,ks
645,43.3105597834954,hybrid_gn,145,2,50,ks
646,39.81126122254254,old,146,2,50,ks
646,39.802688733025434,boot,146,2,50,ks
646,39.813013088270424,all_boot,146,2,50,ks
646,31.940030825196683,null,146,2,50,ks
646,38.85081122745104,gn,146,2,50,ks
646,31.940030825196683,hybrid_gn,146,2,50,ks
647,39.776456358496105,old,147,2,50,ks
647,39.77937473505597,boot,147,2,50,ks
647,39.78224905104962,all_boot,147,2,50,ks
647,38.75492491235587,null,147,2,50,ks
647,39.61453065363034,gn,147,2,50,ks
647,38.75492491235587,hybrid_gn,147,2,50,ks
648,40.00200453156722,old,148,2,50,ks
648,40.006020150882,boot,148,2,50,ks
648,40.006699581298115,all_boot,148,2,50,ks
