sim,ate,type,true_ate,run,j,n,d
292,1.8497648194897134,null,2,292,1,500,ld
292,2.316291942059328,gn,2,292,1,500,ld
292,1.8489351933787708,hybrid_gn,2,292,1,500,ld
292,1.8521306713672037,none,2,292,1,500,ld
292,1.852130623017768,shrunk,2,292,1,500,ld
293,1.9296063569446305,old,2,293,1,500,ld
293,1.9292027049555824,boot,2,293,1,500,ld
293,1.9333730449077433,all_boot,2,293,1,500,ld
293,1.5938023713630742,null,2,293,1,500,ld
293,2.7772772026968484,gn,2,293,1,500,ld
293,1.5961978945254374,hybrid_gn,2,293,1,500,ld
293,1.806140366014546,none,2,293,1,500,ld
293,1.8061418065107695,shrunk,2,293,1,500,ld
294,2.366829206615105,old,2,294,1,500,ld
294,2.3677183879286012,boot,2,294,1,500,ld
294,2.3665336470240574,all_boot,2,294,1,500,ld
294,2.2820382866011424,null,2,294,1,500,ld
294,2.39438706075329,gn,2,294,1,500,ld
294,2.2832341654113386,hybrid_gn,2,294,1,500,ld
294,2.3595929727183664,none,2,294,1,500,ld
294,2.3595939806320176,shrunk,2,294,1,500,ld
295,1.978185984379951,old,2,295,1,500,ld
295,1.978468839939783,boot,2,295,1,500,ld
295,1.9791232245952275,all_boot,2,295,1,500,ld
295,1.7764943729112452,null,2,295,1,500,ld
295,1.9900651238202105,gn,2,295,1,500,ld
295,1.7566459498972824,hybrid_gn,2,295,1,500,ld
295,1.9692449810931898,none,2,295,1,500,ld
295,1.9692450437753073,shrunk,2,295,1,500,ld
296,2.080945744510182,old,2,296,1,500,ld
296,2.078406333170877,boot,2,296,1,500,ld
296,2.080596739287132,all_boot,2,296,1,500,ld
296,1.9447014422854152,null,2,296,1,500,ld
296,2.0980967613985255,gn,2,296,1,500,ld
296,1.9316339771941475,hybrid_gn,2,296,1,500,ld
296,2.0761101299047877,none,2,296,1,500,ld
296,2.076110154700695,shrunk,2,296,1,500,ld
297,2.185407758796793,old,2,297,1,500,ld
297,2.179721006034058,boot,2,297,1,500,ld
297,2.1926205943599926,all_boot,2,297,1,500,ld
297,2.032168878601726,null,2,297,1,500,ld
297,2.206804970421438,gn,2,297,1,500,ld
297,2.042649143400409,hybrid_gn,2,297,1,500,ld
297,2.2208466628003443,none,2,297,1,500,ld
297,2.2208464533584964,shrunk,2,297,1,500,ld
298,1.9206905041121285,old,2,298,1,500,ld
298,1.9155115889466958,boot,2,298,1,500,ld
298,1.9172710747078803,all_boot,2,298,1,500,ld
298,1.8547440466940435,null,2,298,1,500,ld
298,1.9476692029153806,gn,2,298,1,500,ld
298,1.8495856005461409,hybrid_gn,2,298,1,500,ld
298,1.8963236548227944,none,2,298,1,500,ld
298,1.8963263391245666,shrunk,2,298,1,500,ld
299,1.8677815260971644,old,2,299,1,500,ld
299,1.8673247124964962,boot,2,299,1,500,ld
299,1.869899517543279,all_boot,2,299,1,500,ld
299,1.8039252642982206,null,2,299,1,500,ld
299,1.8688820246350102,gn,2,299,1,500,ld
299,1.804773675048466,hybrid_gn,2,299,1,500,ld
299,1.8637916875441325,none,2,299,1,500,ld
299,1.8637917613627808,shrunk,2,299,1,500,ld
300,1.9805182669429815,old,2,300,1,500,ld
300,1.974371779892029,boot,2,300,1,500,ld
300,1.9881855420984262,all_boot,2,300,1,500,ld
300,1.790440291088208,null,2,300,1,500,ld
300,1.9777412926237286,gn,2,300,1,500,ld
300,1.7970421834174681,hybrid_gn,2,300,1,500,ld
300,1.9964553495487432,none,2,300,1,500,ld
300,1.9964549203639541,shrunk,2,300,1,500,ld
301,1.76810530315011,old,2,301,1,500,ld
301,1.7642162939767256,boot,2,301,1,500,ld
301,1.771045332380989,all_boot,2,301,1,500,ld
301,1.7403609364962709,null,2,301,1,500,ld
301,1.7667521413765914,gn,2,301,1,500,ld
301,1.729714102245991,hybrid_gn,2,301,1,500,ld
301,1.7923268136306358,none,2,301,1,500,ld
301,1.7923249826216485,shrunk,2,301,1,500,ld
302,1.8246262113230154,old,2,302,1,500,ld
302,1.8284418198942525,boot,2,302,1,500,ld
302,1.8252329007542962,all_boot,2,302,1,500,ld
302,1.6656563015473957,null,2,302,1,500,ld
302,1.8248911547897912,gn,2,302,1,500,ld
302,1.651350859934402,hybrid_gn,2,302,1,500,ld
302,1.8230579284262176,none,2,302,1,500,ld
302,1.8230579718309408,shrunk,2,302,1,500,ld
303,1.8944293880951737,old,2,303,1,500,ld
303,1.8940894413453258,boot,2,303,1,500,ld
303,1.8954131851841622,all_boot,2,303,1,500,ld
303,1.774035353660698,null,2,303,1,500,ld
303,1.892486961401071,gn,2,303,1,500,ld
303,1.7889685825978412,hybrid_gn,2,303,1,500,ld
303,1.8963254640143463,none,2,303,1,500,ld
303,1.8963254638730607,shrunk,2,303,1,500,ld
304,2.0404505890266353,old,2,304,1,500,ld
304,2.0388949099439784,boot,2,304,1,500,ld
304,2.0406929212202014,all_boot,2,304,1,500,ld
304,2.075130431863471,null,2,304,1,500,ld
304,3.0420438360676716,gn,2,304,1,500,ld
304,2.0752331598306446,hybrid_gn,2,304,1,500,ld
304,2.0378769359226436,none,2,304,1,500,ld
304,2.037876947938381,shrunk,2,304,1,500,ld
305,1.8960503742541566,old,2,305,1,500,ld
305,1.9011194283562332,boot,2,305,1,500,ld
305,1.8924331149249145,all_boot,2,305,1,500,ld
305,1.8121179708002828,null,2,305,1,500,ld
305,2.5876101332626695,gn,2,305,1,500,ld
305,1.8033161527046615,hybrid_gn,2,305,1,500,ld
305,1.879242165518789,none,2,305,1,500,ld
305,1.8792424275092476,shrunk,2,305,1,500,ld
306,2.16274082933497,old,2,306,1,500,ld
306,2.1634761403558267,boot,2,306,1,500,ld
306,2.1607714433608596,all_boot,2,306,1,500,ld
306,2.1537023503205646,null,2,306,1,500,ld
306,2.160742413796126,gn,2,306,1,500,ld
306,2.1601946640923146,hybrid_gn,2,306,1,500,ld
306,2.1634121106697792,none,2,306,1,500,ld
306,2.1634121106324278,shrunk,2,306,1,500,ld
307,2.022101360542058,old,2,307,1,500,ld
307,2.0287290023119917,boot,2,307,1,500,ld
307,2.022795410609142,all_boot,2,307,1,500,ld
307,2.016093518493643,null,2,307,1,500,ld
307,3.4880679388611022,gn,2,307,1,500,ld
307,2.002204458664014,hybrid_gn,2,307,1,500,ld
307,1.9902423404254566,none,2,307,1,500,ld
307,1.9902430181486177,shrunk,2,307,1,500,ld
308,2.140926518567881,old,2,308,1,500,ld
308,2.137651150574948,boot,2,308,1,500,ld
308,2.1365135191829925,all_boot,2,308,1,500,ld
308,2.10164456570771,null,2,308,1,500,ld
308,2.566327266679753,gn,2,308,1,500,ld
308,2.0919435015362216,hybrid_gn,2,308,1,500,ld
308,2.125995832466231,none,2,308,1,500,ld
308,2.1259973764514606,shrunk,2,308,1,500,ld
309,1.7595860631813665,old,2,309,1,500,ld
309,1.7535314296619051,boot,2,309,1,500,ld
309,1.7637217281545257,all_boot,2,309,1,500,ld
309,1.7528226908170323,null,2,309,1,500,ld
309,2.086621664213376,gn,2,309,1,500,ld
309,1.7512215099236978,hybrid_gn,2,309,1,500,ld
309,1.7935798177345839,none,2,309,1,500,ld
309,1.7935788749918558,shrunk,2,309,1,500,ld
310,2.0219060372305253,old,2,310,1,500,ld
310,2.0185736775523275,boot,2,310,1,500,ld
310,2.0343142512959727,all_boot,2,310,1,500,ld
310,1.9670670584030479,null,2,310,1,500,ld
310,2.804946092351745,gn,2,310,1,500,ld
310,1.9758090170874265,hybrid_gn,2,310,1,500,ld
310,2.028450487021362,none,2,310,1,500,ld
310,2.0284504222123854,shrunk,2,310,1,500,ld
311,1.8362361963929406,old,2,311,1,500,ld
311,1.839684261083613,boot,2,311,1,500,ld
311,1.838050349758455,all_boot,2,311,1,500,ld
311,1.7379602010508248,null,2,311,1,500,ld
311,1.8478389509328224,gn,2,311,1,500,ld
311,1.7367157423846817,hybrid_gn,2,311,1,500,ld
311,1.7930233573247856,none,2,311,1,500,ld
311,1.7930241739247164,shrunk,2,311,1,500,ld
312,1.9263480102475399,old,2,312,1,500,ld
312,1.9259660068210431,boot,2,312,1,500,ld
312,1.9260788215382418,all_boot,2,312,1,500,ld
312,1.7442043235277191,null,2,312,1,500,ld
312,1.9544059200534392,gn,2,312,1,500,ld
312,1.7506081846712824,hybrid_gn,2,312,1,500,ld
312,1.888360780909523,none,2,312,1,500,ld
312,1.8883611385781132,shrunk,2,312,1,500,ld
313,1.981426333279889,old,2,313,1,500,ld
313,1.980946851233997,boot,2,313,1,500,ld
313,1.9789872571707312,all_boot,2,313,1,500,ld
313,1.8894085082823295,null,2,313,1,500,ld
313,1.9704878257080436,gn,2,313,1,500,ld
313,1.8669213273209155,hybrid_gn,2,313,1,500,ld
313,1.9710225490014386,none,2,313,1,500,ld
313,1.971022614567317,shrunk,2,313,1,500,ld
314,1.8028540874267227,old,2,314,1,500,ld
314,1.8109581696758104,boot,2,314,1,500,ld
314,1.801161649680002,all_boot,2,314,1,500,ld
314,1.8061849665106666,null,2,314,1,500,ld
314,1.798014524511624,gn,2,314,1,500,ld
314,1.8071031226022185,hybrid_gn,2,314,1,500,ld
314,1.8435170096839628,none,2,314,1,500,ld
314,1.8435154568884147,shrunk,2,314,1,500,ld
315,2.021959605592107,old,2,315,1,500,ld
315,2.01046527950736,boot,2,315,1,500,ld
315,2.013799538592294,all_boot,2,315,1,500,ld
315,2.0799052516118666,null,2,315,1,500,ld
315,2.1643400394189554,gn,2,315,1,500,ld
315,2.0799052516118657,hybrid_gn,2,315,1,500,ld
315,2.0704635028781833,none,2,315,1,500,ld
315,2.0704611010709426,shrunk,2,315,1,500,ld
316,1.8594026010654927,old,2,316,1,500,ld
316,1.850393576832642,boot,2,316,1,500,ld
316,1.8587482360799463,all_boot,2,316,1,500,ld
316,1.920227212583347,null,2,316,1,500,ld
316,1.8576417654882849,gn,2,316,1,500,ld
316,1.9081237359098677,hybrid_gn,2,316,1,500,ld
316,1.8777843232487668,none,2,316,1,500,ld
316,1.8777834821947905,shrunk,2,316,1,500,ld
317,1.94737742981483,old,2,317,1,500,ld
317,1.939943233943148,boot,2,317,1,500,ld
317,1.9474756414059795,all_boot,2,317,1,500,ld
317,1.581356289565845,null,2,317,1,500,ld
317,1.975542677345676,gn,2,317,1,500,ld
317,1.5988355459117245,hybrid_gn,2,317,1,500,ld
317,1.883969979561541,none,2,317,1,500,ld
317,1.8839708041719385,shrunk,2,317,1,500,ld
318,1.8469964358177187,old,2,318,1,500,ld
318,1.848722466557958,boot,2,318,1,500,ld
318,1.8468502806423759,all_boot,2,318,1,500,ld
318,1.7181702425405165,null,2,318,1,500,ld
318,1.8632250379035156,gn,2,318,1,500,ld
318,1.7206207685301016,hybrid_gn,2,318,1,500,ld
318,1.8363761495132618,none,2,318,1,500,ld
318,1.836376454576945,shrunk,2,318,1,500,ld
319,1.9084483558707104,old,2,319,1,500,ld
319,1.9127102130646294,boot,2,319,1,500,ld
319,1.9164758144511715,all_boot,2,319,1,500,ld
319,1.9302173049001488,null,2,319,1,500,ld
319,2.5763554471137597,gn,2,319,1,500,ld
319,1.9435762723595855,hybrid_gn,2,319,1,500,ld
319,1.9770355392829582,none,2,319,1,500,ld
319,1.9770351938523238,shrunk,2,319,1,500,ld
320,1.9189994651676545,old,2,320,1,500,ld
320,1.9297205999985876,boot,2,320,1,500,ld
320,1.920209259135068,all_boot,2,320,1,500,ld
320,1.7701890259702662,null,2,320,1,500,ld
320,3.496080924976115,gn,2,320,1,500,ld
320,1.7856586932734888,hybrid_gn,2,320,1,500,ld
320,1.8675023914371,none,2,320,1,500,ld
320,1.8675026175279985,shrunk,2,320,1,500,ld
321,1.7605834246181864,old,2,321,1,500,ld
321,1.7661210601422466,boot,2,321,1,500,ld
321,1.7655434514232955,all_boot,2,321,1,500,ld
321,1.6258224325141184,null,2,321,1,500,ld
321,1.7652254401230894,gn,2,321,1,500,ld
321,1.6224505265842093,hybrid_gn,2,321,1,500,ld
321,1.7439739953127562,none,2,321,1,500,ld
321,1.743974299464535,shrunk,2,321,1,500,ld
322,1.9163465657676877,old,2,322,1,500,ld
322,1.9203742945564752,boot,2,322,1,500,ld
322,1.916950342697544,all_boot,2,322,1,500,ld
322,1.8003618882514505,null,2,322,1,500,ld
322,1.9643866250822695,gn,2,322,1,500,ld
322,1.799105311178505,hybrid_gn,2,322,1,500,ld
322,1.9072325455402406,none,2,322,1,500,ld
322,1.9072325455402404,shrunk,2,322,1,500,ld
323,1.9202325755723395,old,2,323,1,500,ld
323,1.9094235683763723,boot,2,323,1,500,ld
323,1.9321817452138543,all_boot,2,323,1,500,ld
323,1.9228270191424257,null,2,323,1,500,ld
323,2.264764405790316,gn,2,323,1,500,ld
323,1.9223418492378617,hybrid_gn,2,323,1,500,ld
323,1.9766772158681927,none,2,323,1,500,ld
323,1.9766769698341207,shrunk,2,323,1,500,ld
324,2.091907843855861,old,2,324,1,500,ld
324,2.0874854131952407,boot,2,324,1,500,ld
324,2.0844678706870523,all_boot,2,324,1,500,ld
324,2.037732870831272,null,2,324,1,500,ld
324,3.865224326055191,gn,2,324,1,500,ld
324,2.021613995815193,hybrid_gn,2,324,1,500,ld
324,2.052332727718121,none,2,324,1,500,ld
324,2.0523332797601888,shrunk,2,324,1,500,ld
325,2.2194500987352725,old,2,325,1,500,ld
325,2.2195645254104504,boot,2,325,1,500,ld
325,2.2200946549142366,all_boot,2,325,1,500,ld
325,1.8613889611820151,null,2,325,1,500,ld
325,2.219667842576161,gn,2,325,1,500,ld
325,1.8556668794256435,hybrid_gn,2,325,1,500,ld
325,2.2071655552638605,none,2,325,1,500,ld
325,2.2071656401963895,shrunk,2,325,1,500,ld
326,2.049021945385456,old,2,326,1,500,ld
326,2.045624018522626,boot,2,326,1,500,ld
326,2.049295860081037,all_boot,2,326,1,500,ld
326,1.926406387884461,null,2,326,1,500,ld
326,2.04285345546265,gn,2,326,1,500,ld
326,1.928676840819615,hybrid_gn,2,326,1,500,ld
326,2.0499636888714963,none,2,326,1,500,ld
326,2.0499636845294207,shrunk,2,326,1,500,ld
327,2.070881624299893,old,2,327,1,500,ld
327,2.0643253137382986,boot,2,327,1,500,ld
327,2.064118747710286,all_boot,2,327,1,500,ld
327,1.9819149546623154,null,2,327,1,500,ld
327,2.6191645204557683,gn,2,327,1,500,ld
327,1.9836666353285122,hybrid_gn,2,327,1,500,ld
327,2.0056361885576486,none,2,327,1,500,ld
327,2.005636718311149,shrunk,2,327,1,500,ld
328,2.0237288703908307,old,2,328,1,500,ld
328,2.023911624481411,boot,2,328,1,500,ld
328,2.0239677046898503,all_boot,2,328,1,500,ld
328,1.9245124000921834,null,2,328,1,500,ld
328,2.015680163801773,gn,2,328,1,500,ld
328,1.9310683178658126,hybrid_gn,2,328,1,500,ld
328,2.02336483756586,none,2,328,1,500,ld
328,2.023364839093806,shrunk,2,328,1,500,ld
329,1.9056385163702378,old,2,329,1,500,ld
329,1.9046399106737277,boot,2,329,1,500,ld
329,1.905600668799023,all_boot,2,329,1,500,ld
329,1.7587275386942558,null,2,329,1,500,ld
329,1.9067362984559575,gn,2,329,1,500,ld
329,1.7994327540958377,hybrid_gn,2,329,1,500,ld
329,1.8970099973289971,none,2,329,1,500,ld
329,1.8970103031125845,shrunk,2,329,1,500,ld
330,1.8361668966291516,old,2,330,1,500,ld
330,1.8361423708051383,boot,2,330,1,500,ld
330,1.839441219863465,all_boot,2,330,1,500,ld
330,1.739132100073298,null,2,330,1,500,ld
330,1.8312296629688862,gn,2,330,1,500,ld
330,1.731465269385767,hybrid_gn,2,330,1,500,ld
330,1.8793106592306983,none,2,330,1,500,ld
330,1.8793089786761805,shrunk,2,330,1,500,ld
331,2.088142811439818,old,2,331,1,500,ld
331,2.088738843250279,boot,2,331,1,500,ld
331,2.0894400739887584,all_boot,2,331,1,500,ld
331,2.028479732208734,null,2,331,1,500,ld
331,2.52413135279248,gn,2,331,1,500,ld
331,2.051407230285994,hybrid_gn,2,331,1,500,ld
331,2.0558600900398014,none,2,331,1,500,ld
331,2.055860713010031,shrunk,2,331,1,500,ld
332,2.203474018538355,old,2,332,1,500,ld
332,2.2002331579130603,boot,2,332,1,500,ld
332,2.2059832538415507,all_boot,2,332,1,500,ld
332,2.0212496279295844,null,2,332,1,500,ld
332,2.2303964028137573,gn,2,332,1,500,ld
332,2.0370269078842007,hybrid_gn,2,332,1,500,ld
332,2.1893316248707104,none,2,332,1,500,ld
332,2.189331711156239,shrunk,2,332,1,500,ld
333,1.9566929682788452,old,2,333,1,500,ld
333,1.9612472180507645,boot,2,333,1,500,ld
333,1.960534437777108,all_boot,2,333,1,500,ld
333,2.016004895731595,null,2,333,1,500,ld
333,2.6893089324812856,gn,2,333,1,500,ld
333,2.0177292778408997,hybrid_gn,2,333,1,500,ld
333,2.0042763049645616,none,2,333,1,500,ld
333,2.0042761572961973,shrunk,2,333,1,500,ld
334,2.0103507176082247,old,2,334,1,500,ld
334,2.0101903056151325,boot,2,334,1,500,ld
334,2.0099388049388427,all_boot,2,334,1,500,ld
334,1.9900382023542538,null,2,334,1,500,ld
334,1.9911735414128726,gn,2,334,1,500,ld
334,1.9932371648283234,hybrid_gn,2,334,1,500,ld
334,2.007629080322032,none,2,334,1,500,ld
334,2.0076290939458827,shrunk,2,334,1,500,ld
335,1.980321018631748,old,2,335,1,500,ld
335,1.9796793176483092,boot,2,335,1,500,ld
335,1.9773489104166877,all_boot,2,335,1,500,ld
335,1.889004963252051,null,2,335,1,500,ld
335,2.7591926655529315,gn,2,335,1,500,ld
335,1.883815918232867,hybrid_gn,2,335,1,500,ld
335,1.9534624906596196,none,2,335,1,500,ld
335,1.9534626244497275,shrunk,2,335,1,500,ld
336,2.141008113714859,old,2,336,1,500,ld
336,2.137050993250136,boot,2,336,1,500,ld
336,2.14425125270737,all_boot,2,336,1,500,ld
336,2.0749708370981943,null,2,336,1,500,ld
336,2.1435251545131426,gn,2,336,1,500,ld
336,2.0757627595106545,hybrid_gn,2,336,1,500,ld
336,2.085864365471044,none,2,336,1,500,ld
336,2.0858694179968853,shrunk,2,336,1,500,ld
337,2.259407944516052,old,2,337,1,500,ld
337,2.257938861764279,boot,2,337,1,500,ld
337,2.255585627487654,all_boot,2,337,1,500,ld
337,2.078719547816569,null,2,337,1,500,ld
337,3.45167665965651,gn,2,337,1,500,ld
337,2.055964153496904,hybrid_gn,2,337,1,500,ld
337,2.2361657275070588,none,2,337,1,500,ld
337,2.2361658747213524,shrunk,2,337,1,500,ld
338,2.1927763538751623,old,2,338,1,500,ld
338,2.191178554931402,boot,2,338,1,500,ld
338,2.1929584893184373,all_boot,2,338,1,500,ld
338,2.0156719737572004,null,2,338,1,500,ld
338,2.1448273504702358,gn,2,338,1,500,ld
338,1.9921186747242525,hybrid_gn,2,338,1,500,ld
338,2.162991773377687,none,2,338,1,500,ld
338,2.162995518968214,shrunk,2,338,1,500,ld
339,1.7107208023535618,old,2,339,1,500,ld
339,1.7053548696330447,boot,2,339,1,500,ld
339,1.6964598192076374,all_boot,2,339,1,500,ld
339,1.6156935725182437,null,2,339,1,500,ld
339,2.30390732070215,gn,2,339,1,500,ld
339,1.6178744759222012,hybrid_gn,2,339,1,500,ld
339,1.6919742833425608,none,2,339,1,500,ld
339,1.691974606706239,shrunk,2,339,1,500,ld
340,2.0409513769744434,old,2,340,1,500,ld
340,2.0359821176215562,boot,2,340,1,500,ld
340,2.0427320679099545,all_boot,2,340,1,500,ld
340,1.8088469296364886,null,2,340,1,500,ld
340,2.063664783103142,gn,2,340,1,500,ld
340,1.8313496582667015,hybrid_gn,2,340,1,500,ld
340,2.028908550167972,none,2,340,1,500,ld
340,2.028908623879929,shrunk,2,340,1,500,ld
341,2.001840040381534,old,2,341,1,500,ld
341,1.9931553549493644,boot,2,341,1,500,ld
341,2.0060362319483764,all_boot,2,341,1,500,ld
341,1.6460134093388923,null,2,341,1,500,ld
341,2.0031682028667745,gn,2,341,1,500,ld
341,1.646252270987557,hybrid_gn,2,341,1,500,ld
341,1.9845528511293806,none,2,341,1,500,ld
341,1.9845538202588608,shrunk,2,341,1,500,ld
342,2.0871477857954286,old,2,342,1,500,ld
342,2.0894446052596956,boot,2,342,1,500,ld
342,2.087440816976116,all_boot,2,342,1,500,ld
342,1.9291750242529215,null,2,342,1,500,ld
342,2.102621102136801,gn,2,342,1,500,ld
342,1.9498986795254962,hybrid_gn,2,342,1,500,ld
342,2.0847982306188007,none,2,342,1,500,ld
342,2.0847982414440938,shrunk,2,342,1,500,ld
343,2.0408246389614324,old,2,343,1,500,ld
343,2.0434308482220156,boot,2,343,1,500,ld
343,2.0399969692522197,all_boot,2,343,1,500,ld
343,1.913917998669219,null,2,343,1,500,ld
343,2.0369054844234475,gn,2,343,1,500,ld
343,1.9145398026129965,hybrid_gn,2,343,1,500,ld
343,2.0618050058319684,none,2,343,1,500,ld
343,2.0618050058319684,shrunk,2,343,1,500,ld
344,2.083369652877886,old,2,344,1,500,ld
344,2.087742566398464,boot,2,344,1,500,ld
344,2.080577037726626,all_boot,2,344,1,500,ld
344,2.00611133798978,null,2,344,1,500,ld
344,2.080155472657926,gn,2,344,1,500,ld
344,2.000539770116883,hybrid_gn,2,344,1,500,ld
344,2.0927488266299186,none,2,344,1,500,ld
344,2.092748679638937,shrunk,2,344,1,500,ld
345,1.997361583383879,old,2,345,1,500,ld
345,2.002557674206962,boot,2,345,1,500,ld
345,2.002693677651715,all_boot,2,345,1,500,ld
345,1.9887310018175046,null,2,345,1,500,ld
345,1.994854141800621,gn,2,345,1,500,ld
345,1.9439985901346848,hybrid_gn,2,345,1,500,ld
345,2.0107614881953157,none,2,345,1,500,ld
345,2.0107613584129376,shrunk,2,345,1,500,ld
346,1.9654975445164125,old,2,346,1,500,ld
346,1.9829614740657502,boot,2,346,1,500,ld
346,1.9713135310916163,all_boot,2,346,1,500,ld
346,1.9774899232297183,null,2,346,1,500,ld
346,1.9673111868770816,gn,2,346,1,500,ld
346,1.9480448992761399,hybrid_gn,2,346,1,500,ld
346,1.9408637831561253,none,2,346,1,500,ld
346,1.9408652199634076,shrunk,2,346,1,500,ld
347,1.9527178718137672,old,2,347,1,500,ld
347,1.955341849935392,boot,2,347,1,500,ld
347,1.9525633049222972,all_boot,2,347,1,500,ld
347,1.7465288138841184,null,2,347,1,500,ld
347,1.9523831972229477,gn,2,347,1,500,ld
347,1.7522272503910812,hybrid_gn,2,347,1,500,ld
347,1.960824908876755,none,2,347,1,500,ld
347,1.96082409100004,shrunk,2,347,1,500,ld
348,2.0483588467520635,old,2,348,1,500,ld
348,2.0461404695063465,boot,2,348,1,500,ld
348,2.051518187913001,all_boot,2,348,1,500,ld
348,2.0335878601661594,null,2,348,1,500,ld
348,2.0526010397891286,gn,2,348,1,500,ld
348,2.0253435325368105,hybrid_gn,2,348,1,500,ld
348,2.0321480312494207,none,2,348,1,500,ld
348,2.032148343875346,shrunk,2,348,1,500,ld
349,1.9250032669259953,old,2,349,1,500,ld
349,1.9235602182868705,boot,2,349,1,500,ld
349,1.9242694064219084,all_boot,2,349,1,500,ld
349,1.8530272297650257,null,2,349,1,500,ld
349,1.953440240987677,gn,2,349,1,500,ld
349,1.8738216477648573,hybrid_gn,2,349,1,500,ld
349,1.9006446108736317,none,2,349,1,500,ld
349,1.9006447917685727,shrunk,2,349,1,500,ld
350,2.0335873470725274,old,2,350,1,500,ld
350,2.041456780486597,boot,2,350,1,500,ld
350,2.0374351229029806,all_boot,2,350,1,500,ld
350,2.0311517707088136,null,2,350,1,500,ld
350,2.369885151633702,gn,2,350,1,500,ld
350,2.0258086328954206,hybrid_gn,2,350,1,500,ld
350,2.078885492008333,none,2,350,1,500,ld
350,2.0788844573797416,shrunk,2,350,1,500,ld
351,1.9637715038444081,old,2,351,1,500,ld
351,1.9585133478083228,boot,2,351,1,500,ld
351,1.9686843251014956,all_boot,2,351,1,500,ld
351,1.960951178508767,null,2,351,1,500,ld
351,1.9680422511892461,gn,2,351,1,500,ld
351,1.9390909629789173,hybrid_gn,2,351,1,500,ld
351,1.9343136525444453,none,2,351,1,500,ld
351,1.9343145831025421,shrunk,2,351,1,500,ld
352,2.150270807430931,old,2,352,1,500,ld
352,2.1523329478153643,boot,2,352,1,500,ld
352,2.151225121854909,all_boot,2,352,1,500,ld
352,1.832895260041631,null,2,352,1,500,ld
352,2.174012505028622,gn,2,352,1,500,ld
352,1.862074322588329,hybrid_gn,2,352,1,500,ld
352,2.1090908243225077,none,2,352,1,500,ld
352,2.1090912747460977,shrunk,2,352,1,500,ld
353,1.939865494073014,old,2,353,1,500,ld
353,1.9290484211563488,boot,2,353,1,500,ld
353,1.9398304853790318,all_boot,2,353,1,500,ld
353,1.6673547834813243,null,2,353,1,500,ld
353,1.9401057435214588,gn,2,353,1,500,ld
353,1.658868469923413,hybrid_gn,2,353,1,500,ld
353,1.9369193830483518,none,2,353,1,500,ld
353,1.936919539334434,shrunk,2,353,1,500,ld
354,1.9639047903387805,old,2,354,1,500,ld
354,1.9638113589786577,boot,2,354,1,500,ld
354,1.9645609983766628,all_boot,2,354,1,500,ld
354,1.9658867000189864,null,2,354,1,500,ld
354,1.9797116796869814,gn,2,354,1,500,ld
354,1.9641459831877082,hybrid_gn,2,354,1,500,ld
354,1.9579052110882313,none,2,354,1,500,ld
354,1.9579061671203748,shrunk,2,354,1,500,ld
355,1.8663413328726035,old,2,355,1,500,ld
355,1.8680647094787637,boot,2,355,1,500,ld
355,1.8647919906476573,all_boot,2,355,1,500,ld
355,1.783734224344294,null,2,355,1,500,ld
355,1.8667630287558066,gn,2,355,1,500,ld
355,1.789619262716371,hybrid_gn,2,355,1,500,ld
355,1.8571683588983676,none,2,355,1,500,ld
355,1.8571684820234682,shrunk,2,355,1,500,ld
356,2.02271218980506,old,2,356,1,500,ld
356,2.021189085749205,boot,2,356,1,500,ld
356,2.022697696080159,all_boot,2,356,1,500,ld
356,2.027001243481681,null,2,356,1,500,ld
356,2.032990212207486,gn,2,356,1,500,ld
356,2.022719410081376,hybrid_gn,2,356,1,500,ld
356,2.021762526841813,none,2,356,1,500,ld
356,2.0217625513915363,shrunk,2,356,1,500,ld
357,2.0227302635190805,old,2,357,1,500,ld
357,2.0227180459879297,boot,2,357,1,500,ld
357,2.022826725856924,all_boot,2,357,1,500,ld
357,1.9234596987913923,null,2,357,1,500,ld
357,2.040916954697829,gn,2,357,1,500,ld
357,1.9452976607003243,hybrid_gn,2,357,1,500,ld
357,2.0221058326961017,none,2,357,1,500,ld
357,2.0221058352795827,shrunk,2,357,1,500,ld
358,1.8827879457940888,old,2,358,1,500,ld
358,1.8849747887479644,boot,2,358,1,500,ld
358,1.8796608263007721,all_boot,2,358,1,500,ld
358,1.8850505741517736,null,2,358,1,500,ld
358,1.9993114742663316,gn,2,358,1,500,ld
358,1.8686862021411657,hybrid_gn,2,358,1,500,ld
358,1.9972268590048603,none,2,358,1,500,ld
358,1.9972268589849367,shrunk,2,358,1,500,ld
359,2.182663844834753,old,2,359,1,500,ld
359,2.1862504951072026,boot,2,359,1,500,ld
359,2.184500198019656,all_boot,2,359,1,500,ld
359,2.0792229215249205,null,2,359,1,500,ld
359,2.2115876353933617,gn,2,359,1,500,ld
359,2.0757868644871085,hybrid_gn,2,359,1,500,ld
359,2.1495748831289374,none,2,359,1,500,ld
359,2.149574883128938,shrunk,2,359,1,500,ld
360,2.1637373201863115,old,2,360,1,500,ld
360,2.168213758479497,boot,2,360,1,500,ld
360,2.1647091159958216,all_boot,2,360,1,500,ld
360,2.1205436712658843,null,2,360,1,500,ld
360,2.7390869401446234,gn,2,360,1,500,ld
360,2.1249311340295307,hybrid_gn,2,360,1,500,ld
360,2.1407247810660532,none,2,360,1,500,ld
360,2.1407257161942486,shrunk,2,360,1,500,ld
